Step 0/1500000 | t=0.00e+00 | T=7405.0 | a=1.000000 | H=2.41e-05 | 4.4 steps/s | 224.76 ms/step | ETA: 5619.0 min

*** phi threshold exceeded: max|phi|=263782.3 > 50000.0
*** Switching to dense snapshots: every 5 steps

Step 3355/1500000 | t=1.68e+00 | T=7404.7 | a=1.000040 | H=2.41e-05 | 4.6 steps/s | 219.36 ms/step | ETA: 5471.8 min
Step 3360/1500000 | t=1.68e+00 | T=7404.7 | a=1.000040 | H=2.41e-05 | 4.6 steps/s | 219.34 ms/step | ETA: 5471.3 min
Step 3365/1500000 | t=1.68e+00 | T=7404.7 | a=1.000040 | H=2.41e-05 | 4.6 steps/s | 219.34 ms/step | ETA: 5471.2 min
Step 3370/1500000 | t=1.69e+00 | T=7404.7 | a=1.000041 | H=2.41e-05 | 4.6 steps/s | 219.33 ms/step | ETA: 5471.0 min
Step 3375/1500000 | t=1.69e+00 | T=7404.7 | a=1.000041 | H=2.41e-05 | 4.6 steps/s | 219.31 ms/step | ETA: 5470.5 min
Step 3380/1500000 | t=1.69e+00 | T=7404.7 | a=1.000041 | H=2.41e-05 | 4.6 steps/s | 219.29 ms/step | ETA: 5470.0 min
Step 3385/1500000 | t=1.69e+00 | T=7404.7 | a=1.000041 | H=2.41e-05 | 4.6 steps/s | 219.28 ms/step | ETA: 5469.7 min
Step 3390/1500000 | t=1.70e+00 | T=7404.7 | a=1.000041 | H=2.41e-05 | 4.6 steps/s | 219.27 ms/step | ETA: 5469.4 min
Step 3395/1500000 | t=1.70e+00 | T=7404.7 | a=1.000041 | H=2.41e-05 | 4.6 steps/s | 219.25 ms/step | ETA: 5468.9 min
Step 3400/1500000 | t=1.70e+00 | T=7404.7 | a=1.000041 | H=2.41e-05 | 4.6 steps/s | 219.24 ms/step | ETA: 5468.5 min
Step 3405/1500000 | t=1.70e+00 | T=7404.7 | a=1.000041 | H=2.41e-05 | 4.6 steps/s | 219.31 ms/step | ETA: 5470.2 min
Step 3410/1500000 | t=1.71e+00 | T=7404.7 | a=1.000041 | H=2.41e-05 | 4.6 steps/s | 219.30 ms/step | ETA: 5469.9 min
Step 3415/1500000 | t=1.71e+00 | T=7404.7 | a=1.000041 | H=2.41e-05 | 4.6 steps/s | 219.28 ms/step | ETA: 5469.5 min
Step 3420/1500000 | t=1.71e+00 | T=7404.7 | a=1.000041 | H=2.41e-05 | 4.6 steps/s | 219.28 ms/step | ETA: 5469.5 min
Step 3425/1500000 | t=1.71e+00 | T=7404.7 | a=1.000041 | H=2.41e-05 | 4.6 steps/s | 219.26 ms/step | ETA: 5469.0 min
Step 3430/1500000 | t=1.72e+00 | T=7404.7 | a=1.000041 | H=2.41e-05 | 4.6 steps/s | 219.24 ms/step | ETA: 5468.5 min
Step 3435/1500000 | t=1.72e+00 | T=7404.7 | a=1.000041 | H=2.41e-05 | 4.6 steps/s | 219.23 ms/step | ETA: 5468.1 min
Step 3440/1500000 | t=1.72e+00 | T=7404.7 | a=1.000041 | H=2.41e-05 | 4.6 steps/s | 219.21 ms/step | ETA: 5467.7 min
Step 3445/1500000 | t=1.72e+00 | T=7404.7 | a=1.000041 | H=2.41e-05 | 4.6 steps/s | 219.19 ms/step | ETA: 5467.2 min
Step 3450/1500000 | t=1.73e+00 | T=7404.7 | a=1.000042 | H=2.41e-05 | 4.6 steps/s | 219.17 ms/step | ETA: 5466.6 min
Step 3455/1500000 | t=1.73e+00 | T=7404.7 | a=1.000042 | H=2.41e-05 | 4.6 steps/s | 219.24 ms/step | ETA: 5468.4 min
Step 3460/1500000 | t=1.73e+00 | T=7404.7 | a=1.000042 | H=2.41e-05 | 4.6 steps/s | 219.23 ms/step | ETA: 5468.0 min
Step 3465/1500000 | t=1.73e+00 | T=7404.7 | a=1.000042 | H=2.41e-05 | 4.6 steps/s | 219.22 ms/step | ETA: 5467.8 min
Step 3470/1500000 | t=1.74e+00 | T=7404.7 | a=1.000042 | H=2.41e-05 | 4.6 steps/s | 219.22 ms/step | ETA: 5467.8 min
Step 3475/1500000 | t=1.74e+00 | T=7404.7 | a=1.000042 | H=2.41e-05 | 4.6 steps/s | 219.20 ms/step | ETA: 5467.2 min
Step 3480/1500000 | t=1.74e+00 | T=7404.7 | a=1.000042 | H=2.41e-05 | 4.6 steps/s | 219.19 ms/step | ETA: 5467.0 min
Step 3485/1500000 | t=1.74e+00 | T=7404.7 | a=1.000042 | H=2.41e-05 | 4.6 steps/s | 219.17 ms/step | ETA: 5466.6 min
Step 3490/1500000 | t=1.75e+00 | T=7404.7 | a=1.000042 | H=2.41e-05 | 4.6 steps/s | 219.16 ms/step | ETA: 5466.2 min
Step 3495/1500000 | t=1.75e+00 | T=7404.7 | a=1.000042 | H=2.41e-05 | 4.6 steps/s | 219.14 ms/step | ETA: 5465.8 min
Step 3500/1500000 | t=1.75e+00 | T=7404.7 | a=1.000042 | H=2.41e-05 | 4.6 steps/s | 219.15 ms/step | ETA: 5465.9 min
Step 3505/1500000 | t=1.75e+00 | T=7404.7 | a=1.000042 | H=2.41e-05 | 4.6 steps/s | 219.22 ms/step | ETA: 5467.7 min
Step 3510/1500000 | t=1.75e+00 | T=7404.7 | a=1.000042 | H=2.41e-05 | 4.6 steps/s | 219.20 ms/step | ETA: 5467.3 min
Step 3515/1500000 | t=1.76e+00 | T=7404.7 | a=1.000042 | H=2.41e-05 | 4.6 steps/s | 219.20 ms/step | ETA: 5467.1 min
Step 3520/1500000 | t=1.76e+00 | T=7404.7 | a=1.000042 | H=2.41e-05 | 4.6 steps/s | 219.20 ms/step | ETA: 5467.1 min
Step 3525/1500000 | t=1.76e+00 | T=7404.7 | a=1.000042 | H=2.41e-05 | 4.6 steps/s | 219.21 ms/step | ETA: 5467.4 min
Step 3530/1500000 | t=1.76e+00 | T=7404.7 | a=1.000042 | H=2.41e-05 | 4.6 steps/s | 219.21 ms/step | ETA: 5467.4 min
Step 3535/1500000 | t=1.77e+00 | T=7404.7 | a=1.000043 | H=2.41e-05 | 4.6 steps/s | 219.20 ms/step | ETA: 5467.1 min
Step 3540/1500000 | t=1.77e+00 | T=7404.7 | a=1.000043 | H=2.41e-05 | 4.6 steps/s | 219.19 ms/step | ETA: 5466.8 min
Step 3545/1500000 | t=1.77e+00 | T=7404.7 | a=1.000043 | H=2.41e-05 | 4.6 steps/s | 219.18 ms/step | ETA: 5466.5 min
Step 3550/1500000 | t=1.77e+00 | T=7404.7 | a=1.000043 | H=2.41e-05 | 4.6 steps/s | 219.16 ms/step | ETA: 5466.1 min
Step 3555/1500000 | t=1.78e+00 | T=7404.7 | a=1.000043 | H=2.41e-05 | 4.6 steps/s | 219.23 ms/step | ETA: 5467.8 min
Step 3560/1500000 | t=1.78e+00 | T=7404.7 | a=1.000043 | H=2.41e-05 | 4.6 steps/s | 219.22 ms/step | ETA: 5467.4 min
Step 3565/1500000 | t=1.78e+00 | T=7404.7 | a=1.000043 | H=2.41e-05 | 4.6 steps/s | 219.20 ms/step | ETA: 5467.0 min
Step 3570/1500000 | t=1.78e+00 | T=7404.7 | a=1.000043 | H=2.41e-05 | 4.6 steps/s | 219.18 ms/step | ETA: 5466.5 min
Step 3575/1500000 | t=1.79e+00 | T=7404.7 | a=1.000043 | H=2.41e-05 | 4.6 steps/s | 219.20 ms/step | ETA: 5467.0 min
Step 3580/1500000 | t=1.79e+00 | T=7404.7 | a=1.000043 | H=2.41e-05 | 4.6 steps/s | 219.19 ms/step | ETA: 5466.7 min
Step 3585/1500000 | t=1.79e+00 | T=7404.7 | a=1.000043 | H=2.41e-05 | 4.6 steps/s | 219.18 ms/step | ETA: 5466.3 min
Step 3590/1500000 | t=1.79e+00 | T=7404.7 | a=1.000043 | H=2.41e-05 | 4.6 steps/s | 219.16 ms/step | ETA: 5466.0 min
Step 3595/1500000 | t=1.80e+00 | T=7404.7 | a=1.000043 | H=2.41e-05 | 4.6 steps/s | 219.14 ms/step | ETA: 5465.5 min
Step 3600/1500000 | t=1.80e+00 | T=7404.7 | a=1.000043 | H=2.41e-05 | 4.6 steps/s | 219.13 ms/step | ETA: 5465.2 min
Step 3605/1500000 | t=1.80e+00 | T=7404.7 | a=1.000043 | H=2.41e-05 | 4.6 steps/s | 219.20 ms/step | ETA: 5466.8 min
Step 3610/1500000 | t=1.80e+00 | T=7404.7 | a=1.000043 | H=2.41e-05 | 4.6 steps/s | 219.19 ms/step | ETA: 5466.6 min
Step 3615/1500000 | t=1.81e+00 | T=7404.7 | a=1.000043 | H=2.41e-05 | 4.6 steps/s | 219.18 ms/step | ETA: 5466.3 min
Step 3620/1500000 | t=1.81e+00 | T=7404.7 | a=1.000044 | H=2.41e-05 | 4.6 steps/s | 219.17 ms/step | ETA: 5465.9 min
Step 3625/1500000 | t=1.81e+00 | T=7404.7 | a=1.000044 | H=2.41e-05 | 4.6 steps/s | 219.15 ms/step | ETA: 5465.5 min
Step 3630/1500000 | t=1.81e+00 | T=7404.7 | a=1.000044 | H=2.41e-05 | 4.6 steps/s | 219.15 ms/step | ETA: 5465.5 min
Step 3635/1500000 | t=1.82e+00 | T=7404.7 | a=1.000044 | H=2.41e-05 | 4.6 steps/s | 219.14 ms/step | ETA: 5465.1 min
Step 3640/1500000 | t=1.82e+00 | T=7404.7 | a=1.000044 | H=2.41e-05 | 4.6 steps/s | 219.12 ms/step | ETA: 5464.6 min
Step 3645/1500000 | t=1.82e+00 | T=7404.7 | a=1.000044 | H=2.41e-05 | 4.6 steps/s | 219.10 ms/step | ETA: 5464.2 min
Step 3650/1500000 | t=1.82e+00 | T=7404.7 | a=1.000044 | H=2.41e-05 | 4.6 steps/s | 219.08 ms/step | ETA: 5463.7 min
Step 3655/1500000 | t=1.83e+00 | T=7404.7 | a=1.000044 | H=2.41e-05 | 4.6 steps/s | 219.15 ms/step | ETA: 5465.3 min
Step 3660/1500000 | t=1.83e+00 | T=7404.7 | a=1.000044 | H=2.41e-05 | 4.6 steps/s | 219.14 ms/step | ETA: 5465.1 min
Step 3665/1500000 | t=1.83e+00 | T=7404.7 | a=1.000044 | H=2.41e-05 | 4.6 steps/s | 219.12 ms/step | ETA: 5464.7 min
Step 3670/1500000 | t=1.83e+00 | T=7404.7 | a=1.000044 | H=2.41e-05 | 4.6 steps/s | 219.11 ms/step | ETA: 5464.4 min
Step 3675/1500000 | t=1.84e+00 | T=7404.7 | a=1.000044 | H=2.41e-05 | 4.6 steps/s | 219.10 ms/step | ETA: 5464.1 min
Step 3680/1500000 | t=1.84e+00 | T=7404.7 | a=1.000044 | H=2.41e-05 | 4.6 steps/s | 219.10 ms/step | ETA: 5464.0 min
Step 3685/1500000 | t=1.84e+00 | T=7404.7 | a=1.000044 | H=2.41e-05 | 4.6 steps/s | 219.09 ms/step | ETA: 5463.8 min
Step 3690/1500000 | t=1.84e+00 | T=7404.7 | a=1.000044 | H=2.41e-05 | 4.6 steps/s | 219.07 ms/step | ETA: 5463.4 min
Step 3695/1500000 | t=1.85e+00 | T=7404.7 | a=1.000044 | H=2.41e-05 | 4.6 steps/s | 219.06 ms/step | ETA: 5463.0 min
Step 3700/1500000 | t=1.85e+00 | T=7404.7 | a=1.000045 | H=2.41e-05 | 4.6 steps/s | 219.04 ms/step | ETA: 5462.6 min
Step 3705/1500000 | t=1.85e+00 | T=7404.7 | a=1.000045 | H=2.41e-05 | 4.6 steps/s | 219.11 ms/step | ETA: 5464.3 min
Step 3710/1500000 | t=1.85e+00 | T=7404.7 | a=1.000045 | H=2.41e-05 | 4.6 steps/s | 219.10 ms/step | ETA: 5464.0 min
Step 3715/1500000 | t=1.86e+00 | T=7404.7 | a=1.000045 | H=2.41e-05 | 4.6 steps/s | 219.09 ms/step | ETA: 5463.6 min
Step 3720/1500000 | t=1.86e+00 | T=7404.7 | a=1.000045 | H=2.41e-05 | 4.6 steps/s | 219.07 ms/step | ETA: 5463.2 min
Step 3725/1500000 | t=1.86e+00 | T=7404.7 | a=1.000045 | H=2.41e-05 | 4.6 steps/s | 219.06 ms/step | ETA: 5462.8 min
Step 3730/1500000 | t=1.86e+00 | T=7404.7 | a=1.000045 | H=2.41e-05 | 4.6 steps/s | 219.04 ms/step | ETA: 5462.4 min
Step 3735/1500000 | t=1.87e+00 | T=7404.7 | a=1.000045 | H=2.41e-05 | 4.6 steps/s | 219.04 ms/step | ETA: 5462.3 min
Step 3740/1500000 | t=1.87e+00 | T=7404.7 | a=1.000045 | H=2.41e-05 | 4.6 steps/s | 219.02 ms/step | ETA: 5461.9 min
Step 3745/1500000 | t=1.87e+00 | T=7404.7 | a=1.000045 | H=2.41e-05 | 4.6 steps/s | 219.01 ms/step | ETA: 5461.5 min
Step 3750/1500000 | t=1.88e+00 | T=7404.7 | a=1.000045 | H=2.41e-05 | 4.6 steps/s | 218.99 ms/step | ETA: 5461.1 min
Step 3755/1500000 | t=1.88e+00 | T=7404.7 | a=1.000045 | H=2.41e-05 | 4.6 steps/s | 219.06 ms/step | ETA: 5462.9 min
Step 3760/1500000 | t=1.88e+00 | T=7404.7 | a=1.000045 | H=2.41e-05 | 4.6 steps/s | 219.06 ms/step | ETA: 5462.8 min
Step 3765/1500000 | t=1.88e+00 | T=7404.7 | a=1.000045 | H=2.41e-05 | 4.6 steps/s | 219.05 ms/step | ETA: 5462.5 min
Step 3770/1500000 | t=1.89e+00 | T=7404.7 | a=1.000045 | H=2.41e-05 | 4.6 steps/s | 219.05 ms/step | ETA: 5462.5 min
Step 3775/1500000 | t=1.89e+00 | T=7404.7 | a=1.000045 | H=2.41e-05 | 4.6 steps/s | 219.08 ms/step | ETA: 5463.3 min
Step 3780/1500000 | t=1.89e+00 | T=7404.7 | a=1.000045 | H=2.41e-05 | 4.6 steps/s | 219.11 ms/step | ETA: 5463.9 min
Step 3785/1500000 | t=1.89e+00 | T=7404.7 | a=1.000046 | H=2.41e-05 | 4.6 steps/s | 219.11 ms/step | ETA: 5463.9 min
Step 3790/1500000 | t=1.90e+00 | T=7404.7 | a=1.000046 | H=2.41e-05 | 4.6 steps/s | 219.10 ms/step | ETA: 5463.7 min
Step 3795/1500000 | t=1.90e+00 | T=7404.7 | a=1.000046 | H=2.41e-05 | 4.6 steps/s | 219.12 ms/step | ETA: 5464.1 min
Step 3800/1500000 | t=1.90e+00 | T=7404.7 | a=1.000046 | H=2.41e-05 | 4.6 steps/s | 219.18 ms/step | ETA: 5465.6 min
Step 3805/1500000 | t=1.90e+00 | T=7404.7 | a=1.000046 | H=2.41e-05 | 4.6 steps/s | 219.26 ms/step | ETA: 5467.5 min
Step 3810/1500000 | t=1.91e+00 | T=7404.7 | a=1.000046 | H=2.41e-05 | 4.6 steps/s | 219.25 ms/step | ETA: 5467.4 min
Step 3815/1500000 | t=1.91e+00 | T=7404.7 | a=1.000046 | H=2.41e-05 | 4.6 steps/s | 219.25 ms/step | ETA: 5467.2 min
Step 3820/1500000 | t=1.91e+00 | T=7404.7 | a=1.000046 | H=2.41e-05 | 4.6 steps/s | 219.23 ms/step | ETA: 5466.9 min
Step 3825/1500000 | t=1.91e+00 | T=7404.7 | a=1.000046 | H=2.41e-05 | 4.6 steps/s | 219.24 ms/step | ETA: 5467.0 min
Step 3830/1500000 | t=1.92e+00 | T=7404.7 | a=1.000046 | H=2.41e-05 | 4.6 steps/s | 219.22 ms/step | ETA: 5466.5 min
Step 3835/1500000 | t=1.92e+00 | T=7404.7 | a=1.000046 | H=2.41e-05 | 4.6 steps/s | 219.21 ms/step | ETA: 5466.2 min
Step 3840/1500000 | t=1.92e+00 | T=7404.7 | a=1.000046 | H=2.41e-05 | 4.6 steps/s | 219.20 ms/step | ETA: 5466.0 min
Step 3845/1500000 | t=1.92e+00 | T=7404.7 | a=1.000046 | H=2.41e-05 | 4.6 steps/s | 219.19 ms/step | ETA: 5465.7 min
Step 3850/1500000 | t=1.93e+00 | T=7404.7 | a=1.000046 | H=2.41e-05 | 4.6 steps/s | 219.20 ms/step | ETA: 5466.0 min
Step 3855/1500000 | t=1.93e+00 | T=7404.7 | a=1.000046 | H=2.41e-05 | 4.6 steps/s | 219.26 ms/step | ETA: 5467.5 min
Step 3860/1500000 | t=1.93e+00 | T=7404.7 | a=1.000046 | H=2.41e-05 | 4.6 steps/s | 219.25 ms/step | ETA: 5467.1 min
Step 3865/1500000 | t=1.93e+00 | T=7404.7 | a=1.000047 | H=2.41e-05 | 4.6 steps/s | 219.23 ms/step | ETA: 5466.7 min
Step 3870/1500000 | t=1.94e+00 | T=7404.7 | a=1.000047 | H=2.41e-05 | 4.6 steps/s | 219.22 ms/step | ETA: 5466.3 min
Step 3875/1500000 | t=1.94e+00 | T=7404.7 | a=1.000047 | H=2.41e-05 | 4.6 steps/s | 219.20 ms/step | ETA: 5465.9 min
Step 3880/1500000 | t=1.94e+00 | T=7404.7 | a=1.000047 | H=2.41e-05 | 4.6 steps/s | 219.19 ms/step | ETA: 5465.5 min
Step 3885/1500000 | t=1.94e+00 | T=7404.7 | a=1.000047 | H=2.41e-05 | 4.6 steps/s | 219.18 ms/step | ETA: 5465.2 min
Step 3890/1500000 | t=1.95e+00 | T=7404.7 | a=1.000047 | H=2.41e-05 | 4.6 steps/s | 219.17 ms/step | ETA: 5465.1 min
Step 3895/1500000 | t=1.95e+00 | T=7404.7 | a=1.000047 | H=2.41e-05 | 4.6 steps/s | 219.16 ms/step | ETA: 5464.7 min
Step 3900/1500000 | t=1.95e+00 | T=7404.7 | a=1.000047 | H=2.41e-05 | 4.6 steps/s | 219.14 ms/step | ETA: 5464.3 min
Step 3905/1500000 | t=1.95e+00 | T=7404.7 | a=1.000047 | H=2.41e-05 | 4.6 steps/s | 219.21 ms/step | ETA: 5466.1 min
Step 3910/1500000 | t=1.96e+00 | T=7404.7 | a=1.000047 | H=2.41e-05 | 4.6 steps/s | 219.20 ms/step | ETA: 5465.6 min
Step 3915/1500000 | t=1.96e+00 | T=7404.7 | a=1.000047 | H=2.41e-05 | 4.6 steps/s | 219.18 ms/step | ETA: 5465.2 min
Step 3920/1500000 | t=1.96e+00 | T=7404.7 | a=1.000047 | H=2.41e-05 | 4.6 steps/s | 219.17 ms/step | ETA: 5464.9 min
Step 3925/1500000 | t=1.96e+00 | T=7404.7 | a=1.000047 | H=2.41e-05 | 4.6 steps/s | 219.16 ms/step | ETA: 5464.7 min
Step 3930/1500000 | t=1.97e+00 | T=7404.6 | a=1.000047 | H=2.41e-05 | 4.6 steps/s | 219.14 ms/step | ETA: 5464.2 min
Step 3935/1500000 | t=1.97e+00 | T=7404.6 | a=1.000047 | H=2.41e-05 | 4.6 steps/s | 219.13 ms/step | ETA: 5463.8 min
Step 3940/1500000 | t=1.97e+00 | T=7404.6 | a=1.000047 | H=2.41e-05 | 4.6 steps/s | 219.12 ms/step | ETA: 5463.5 min
Step 3945/1500000 | t=1.97e+00 | T=7404.6 | a=1.000047 | H=2.41e-05 | 4.6 steps/s | 219.12 ms/step | ETA: 5463.6 min
Step 3950/1500000 | t=1.98e+00 | T=7404.6 | a=1.000048 | H=2.41e-05 | 4.6 steps/s | 219.11 ms/step | ETA: 5463.4 min
Step 3955/1500000 | t=1.98e+00 | T=7404.6 | a=1.000048 | H=2.41e-05 | 4.6 steps/s | 219.18 ms/step | ETA: 5465.0 min
Step 3960/1500000 | t=1.98e+00 | T=7404.6 | a=1.000048 | H=2.41e-05 | 4.6 steps/s | 219.16 ms/step | ETA: 5464.6 min
Step 3965/1500000 | t=1.98e+00 | T=7404.6 | a=1.000048 | H=2.41e-05 | 4.6 steps/s | 219.15 ms/step | ETA: 5464.2 min
Step 3970/1500000 | t=1.99e+00 | T=7404.6 | a=1.000048 | H=2.41e-05 | 4.6 steps/s | 219.13 ms/step | ETA: 5463.8 min
Step 3975/1500000 | t=1.99e+00 | T=7404.6 | a=1.000048 | H=2.41e-05 | 4.6 steps/s | 219.12 ms/step | ETA: 5463.5 min
Step 3980/1500000 | t=1.99e+00 | T=7404.6 | a=1.000048 | H=2.41e-05 | 4.6 steps/s | 219.11 ms/step | ETA: 5463.2 min
Step 3985/1500000 | t=1.99e+00 | T=7404.6 | a=1.000048 | H=2.41e-05 | 4.6 steps/s | 219.09 ms/step | ETA: 5462.8 min
Step 3990/1500000 | t=2.00e+00 | T=7404.6 | a=1.000048 | H=2.41e-05 | 4.6 steps/s | 219.08 ms/step | ETA: 5462.3 min
Step 3995/1500000 | t=2.00e+00 | T=7404.6 | a=1.000048 | H=2.41e-05 | 4.6 steps/s | 219.07 ms/step | ETA: 5462.2 min
Step 4000/1500000 | t=2.00e+00 | T=7404.6 | a=1.000048 | H=2.41e-05 | 4.6 steps/s | 219.06 ms/step | ETA: 5461.9 min
Step 4005/1500000 | t=2.00e+00 | T=7404.6 | a=1.000048 | H=2.41e-05 | 4.6 steps/s | 219.12 ms/step | ETA: 5463.3 min
Step 4010/1500000 | t=2.00e+00 | T=7404.6 | a=1.000048 | H=2.41e-05 | 4.6 steps/s | 219.10 ms/step | ETA: 5462.9 min
Step 4015/1500000 | t=2.01e+00 | T=7404.6 | a=1.000048 | H=2.41e-05 | 4.6 steps/s | 219.19 ms/step | ETA: 5465.1 min
Step 4020/1500000 | t=2.01e+00 | T=7404.6 | a=1.000048 | H=2.41e-05 | 4.6 steps/s | 219.18 ms/step | ETA: 5464.7 min
Step 4025/1500000 | t=2.01e+00 | T=7404.6 | a=1.000048 | H=2.41e-05 | 4.6 steps/s | 219.16 ms/step | ETA: 5464.4 min
Step 4030/1500000 | t=2.02e+00 | T=7404.6 | a=1.000048 | H=2.41e-05 | 4.6 steps/s | 219.15 ms/step | ETA: 5464.0 min
Step 4035/1500000 | t=2.02e+00 | T=7404.6 | a=1.000049 | H=2.41e-05 | 4.6 steps/s | 219.13 ms/step | ETA: 5463.5 min
Step 4040/1500000 | t=2.02e+00 | T=7404.6 | a=1.000049 | H=2.41e-05 | 4.6 steps/s | 219.12 ms/step | ETA: 5463.3 min
Step 4045/1500000 | t=2.02e+00 | T=7404.6 | a=1.000049 | H=2.41e-05 | 4.6 steps/s | 219.11 ms/step | ETA: 5463.1 min
Step 4050/1500000 | t=2.02e+00 | T=7404.6 | a=1.000049 | H=2.41e-05 | 4.6 steps/s | 219.15 ms/step | ETA: 5463.8 min
Step 4055/1500000 | t=2.03e+00 | T=7404.6 | a=1.000049 | H=2.41e-05 | 4.6 steps/s | 219.20 ms/step | ETA: 5465.3 min
Step 4060/1500000 | t=2.03e+00 | T=7404.6 | a=1.000049 | H=2.41e-05 | 4.6 steps/s | 219.19 ms/step | ETA: 5464.8 min
Step 4065/1500000 | t=2.03e+00 | T=7404.6 | a=1.000049 | H=2.41e-05 | 4.6 steps/s | 219.18 ms/step | ETA: 5464.6 min
Step 4070/1500000 | t=2.04e+00 | T=7404.6 | a=1.000049 | H=2.41e-05 | 4.6 steps/s | 219.17 ms/step | ETA: 5464.3 min
Step 4075/1500000 | t=2.04e+00 | T=7404.6 | a=1.000049 | H=2.41e-05 | 4.6 steps/s | 219.15 ms/step | ETA: 5464.0 min
Step 4080/1500000 | t=2.04e+00 | T=7404.6 | a=1.000049 | H=2.41e-05 | 4.6 steps/s | 219.14 ms/step | ETA: 5463.5 min
Step 4085/1500000 | t=2.04e+00 | T=7404.6 | a=1.000049 | H=2.41e-05 | 4.6 steps/s | 219.12 ms/step | ETA: 5463.2 min
Step 4090/1500000 | t=2.04e+00 | T=7404.6 | a=1.000049 | H=2.41e-05 | 4.6 steps/s | 219.12 ms/step | ETA: 5462.9 min
Step 4095/1500000 | t=2.05e+00 | T=7404.6 | a=1.000049 | H=2.41e-05 | 4.6 steps/s | 219.10 ms/step | ETA: 5462.6 min
Step 4100/1500000 | t=2.05e+00 | T=7404.6 | a=1.000049 | H=2.41e-05 | 4.6 steps/s | 219.10 ms/step | ETA: 5462.6 min
Step 4105/1500000 | t=2.05e+00 | T=7404.6 | a=1.000049 | H=2.41e-05 | 4.6 steps/s | 219.17 ms/step | ETA: 5464.2 min
Step 4110/1500000 | t=2.06e+00 | T=7404.6 | a=1.000049 | H=2.41e-05 | 4.6 steps/s | 219.16 ms/step | ETA: 5464.1 min
