======================================================================
LATTICE SIMULATION LOG
Started: 2026-02-19 19:27:49
Log file: logs/simulation_20260219_192749.log
======================================================================

Numba Configuration:
  Version: 0.63.1
  Threading layer: default
  Configured threads: 11
  Active threads: 11
----------------------------------------------------------------------
OVERDAMPED MODE: η = 10.0 (rescaled: 1.00e-02)

Hubble expansion: ENABLED (comoving lattice)
  g_* = 106.75, M_Pl = 2.40e+18 GeV, ΔV = 1.00e+28 GeV^4
  H² = (T⁴/χ_g² + ΔV) / (3 M_Pl²)
  H(T0=7341.0) = 2.4056e-05 GeV
  3H = 7.2169e-05 GeV
  η_phys = 0.3 GeV  →  3H/η = 2.41e-04
  T(t) = T0 / a(t)  (entropy conservation)
  Initial a = 1.0
Field precision: float32
Tree-level VEV: ±1.0000e+11

Finding thermal VEV at T = 7341.0...
  V'(0) = -3.3898e-08
  V'(VEV) = 7.1194e-31
  Thermal VEV found: 1.0000e+11
  Ratio thermal/tree: 1.0000

Finding escape point...
  V'(1e-10) = -3.3898e-08
  V'(1e0)   = -3.3899e+02
  V'(1e5)   = -9.9983e+10
  V'(1e8)   = -1.0000e+14
  V'(1e10)  = -9.9000e+15
  No barrier: V' < 0 everywhere (spinodal regime)
  Using thermal VEV: 1.0000e+11
  V'(escape) = 7.1194e-31

Using TREE-LEVEL VEV for seeding: 1.0000e+11
The bubble is seeded at the true vacuum (no rolling needed).
Bubble seeding: DISABLED (thermal nucleation only)
Field states will be saved to: data/set6/128x128_T0_7341_dt_1e-05_interval_50000_hubble_eta_10/field_states
Figures will be saved to: data/set6/128x128_T0_7341_dt_1e-05_interval_50000_hubble_eta_10/figs/latticeSnapshot

============================================================
Starting time evolution...
Grid: 128×128, Steps: 1000000000, dt: 1.00e-05
Using fused RK2: True
Using in-kernel RNG: True
Field precision: float32
Spline resolution N_Y: 256
Bubble seeding: DISABLED
Thermal noise: ENABLED (FDT noise_scale(T0) = 3.8317e-05)
Overdamped mode: ENABLED (η = 10.0, no ringing)
Hubble expansion: ENABLED
  H(T0) = 2.4056e-05 GeV, 3H/η = 2.41e-04
  g_* = 106.75, M_Pl = 2.40e+18 GeV
============================================================

Warming up JIT compilation...
JIT warmup complete.
Starting main loop...

Step 0/1000000000 | t=0.00e+00 | T=7341.0 | a=1.000000 | H=2.41e-05 | 1196.3 steps/s | 0.00 ms/step | ETA: 0.0 min
Step 53900000/1000000000 | t=5.39e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1298.4 steps/s | 0.77 ms/step | ETA: 12144.3 min
Step 53950000/1000000000 | t=5.39e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1298.4 steps/s | 0.77 ms/step | ETA: 12143.4 min
Step 54000000/1000000000 | t=5.40e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1298.4 steps/s | 0.77 ms/step | ETA: 12143.1 min
Step 54050000/1000000000 | t=5.40e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1298.3 steps/s | 0.77 ms/step | ETA: 12143.3 min
Step 54100000/1000000000 | t=5.41e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1298.3 steps/s | 0.77 ms/step | ETA: 12142.8 min
Step 54150000/1000000000 | t=5.41e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1298.3 steps/s | 0.77 ms/step | ETA: 12142.4 min
Step 54200000/1000000000 | t=5.42e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1298.2 steps/s | 0.77 ms/step | ETA: 12142.1 min
Step 54250000/1000000000 | t=5.42e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1298.2 steps/s | 0.77 ms/step | ETA: 12141.8 min
Step 54300000/1000000000 | t=5.43e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1298.2 steps/s | 0.77 ms/step | ETA: 12141.0 min
Step 54350000/1000000000 | t=5.43e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1298.1 steps/s | 0.77 ms/step | ETA: 12141.2 min
Step 54400000/1000000000 | t=5.44e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1298.1 steps/s | 0.77 ms/step | ETA: 12140.5 min
Step 54450000/1000000000 | t=5.44e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1298.1 steps/s | 0.77 ms/step | ETA: 12139.8 min
Step 54500000/1000000000 | t=5.45e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1298.1 steps/s | 0.77 ms/step | ETA: 12139.3 min
Step 54550000/1000000000 | t=5.45e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1298.1 steps/s | 0.77 ms/step | ETA: 12138.5 min
Step 54600000/1000000000 | t=5.46e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1298.1 steps/s | 0.77 ms/step | ETA: 12138.1 min
Step 54650000/1000000000 | t=5.46e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1298.1 steps/s | 0.77 ms/step | ETA: 12137.8 min
Step 54700000/1000000000 | t=5.47e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1298.1 steps/s | 0.77 ms/step | ETA: 12137.4 min
Step 54750000/1000000000 | t=5.47e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1298.1 steps/s | 0.77 ms/step | ETA: 12136.6 min
Step 54800000/1000000000 | t=5.48e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1298.0 steps/s | 0.77 ms/step | ETA: 12136.3 min
Step 54850000/1000000000 | t=5.48e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1298.0 steps/s | 0.77 ms/step | ETA: 12136.1 min
Step 54900000/1000000000 | t=5.49e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1297.9 steps/s | 0.77 ms/step | ETA: 12135.9 min
Step 54950000/1000000000 | t=5.49e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1297.9 steps/s | 0.77 ms/step | ETA: 12135.4 min
Step 55000000/1000000000 | t=5.50e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1297.9 steps/s | 0.77 ms/step | ETA: 12135.0 min
Step 55050000/1000000000 | t=5.50e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1297.9 steps/s | 0.77 ms/step | ETA: 12134.1 min
Step 55100000/1000000000 | t=5.51e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1297.9 steps/s | 0.77 ms/step | ETA: 12133.9 min
Step 55150000/1000000000 | t=5.51e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1297.9 steps/s | 0.77 ms/step | ETA: 12132.9 min
Step 55200000/1000000000 | t=5.52e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1297.9 steps/s | 0.77 ms/step | ETA: 12132.1 min
Step 55250000/1000000000 | t=5.52e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1297.9 steps/s | 0.77 ms/step | ETA: 12132.2 min
Step 55300000/1000000000 | t=5.53e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1297.8 steps/s | 0.77 ms/step | ETA: 12132.1 min
Step 55350000/1000000000 | t=5.53e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1297.8 steps/s | 0.77 ms/step | ETA: 12131.3 min
Step 55400000/1000000000 | t=5.54e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1297.8 steps/s | 0.77 ms/step | ETA: 12130.8 min
Step 55450000/1000000000 | t=5.54e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1297.8 steps/s | 0.77 ms/step | ETA: 12130.3 min
Step 55500000/1000000000 | t=5.55e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1297.8 steps/s | 0.77 ms/step | ETA: 12129.7 min
Step 55550000/1000000000 | t=5.55e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1297.8 steps/s | 0.77 ms/step | ETA: 12129.1 min
Step 55600000/1000000000 | t=5.56e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1297.8 steps/s | 0.77 ms/step | ETA: 12128.5 min
Step 55650000/1000000000 | t=5.56e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1297.8 steps/s | 0.77 ms/step | ETA: 12127.9 min
Step 55700000/1000000000 | t=5.57e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1297.8 steps/s | 0.77 ms/step | ETA: 12127.1 min
Step 55750000/1000000000 | t=5.57e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1297.8 steps/s | 0.77 ms/step | ETA: 12126.6 min
Step 55800000/1000000000 | t=5.58e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1297.8 steps/s | 0.77 ms/step | ETA: 12125.9 min
Step 55850000/1000000000 | t=5.58e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1297.8 steps/s | 0.77 ms/step | ETA: 12125.1 min
Step 55900000/1000000000 | t=5.59e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1297.8 steps/s | 0.77 ms/step | ETA: 12124.8 min
Step 55950000/1000000000 | t=5.59e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1297.8 steps/s | 0.77 ms/step | ETA: 12124.1 min
Step 56000000/1000000000 | t=5.60e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1297.8 steps/s | 0.77 ms/step | ETA: 12123.3 min
Step 56050000/1000000000 | t=5.60e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1297.8 steps/s | 0.77 ms/step | ETA: 12122.6 min
Step 56100000/1000000000 | t=5.61e-01 | T=7340.9 | a=1.000013 | H=2.41e-05 | 1297.8 steps/s | 0.77 ms/step | ETA: 12121.7 min
Step 56150000/1000000000 | t=5.61e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1297.8 steps/s | 0.77 ms/step | ETA: 12120.8 min
Step 56200000/1000000000 | t=5.62e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1297.9 steps/s | 0.77 ms/step | ETA: 12119.9 min
Step 56250000/1000000000 | t=5.62e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1297.9 steps/s | 0.77 ms/step | ETA: 12119.0 min
Step 56300000/1000000000 | t=5.63e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1297.9 steps/s | 0.77 ms/step | ETA: 12118.0 min
Step 56350000/1000000000 | t=5.64e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1298.0 steps/s | 0.77 ms/step | ETA: 12117.1 min
Step 56400000/1000000000 | t=5.64e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1297.9 steps/s | 0.77 ms/step | ETA: 12116.6 min
Step 56450000/1000000000 | t=5.65e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1297.9 steps/s | 0.77 ms/step | ETA: 12115.9 min
Step 56500000/1000000000 | t=5.65e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1298.0 steps/s | 0.77 ms/step | ETA: 12115.1 min
Step 56550000/1000000000 | t=5.66e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1297.9 steps/s | 0.77 ms/step | ETA: 12114.6 min
Step 56600000/1000000000 | t=5.66e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1297.9 steps/s | 0.77 ms/step | ETA: 12114.1 min
Step 56650000/1000000000 | t=5.67e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1297.9 steps/s | 0.77 ms/step | ETA: 12113.7 min
Step 56700000/1000000000 | t=5.67e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1297.9 steps/s | 0.77 ms/step | ETA: 12113.0 min
Step 56750000/1000000000 | t=5.68e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1297.9 steps/s | 0.77 ms/step | ETA: 12112.2 min
Step 56800000/1000000000 | t=5.68e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1297.9 steps/s | 0.77 ms/step | ETA: 12111.8 min
Step 56850000/1000000000 | t=5.69e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1297.9 steps/s | 0.77 ms/step | ETA: 12111.1 min
Step 56900000/1000000000 | t=5.69e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1297.9 steps/s | 0.77 ms/step | ETA: 12110.5 min
Step 56950000/1000000000 | t=5.70e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1297.9 steps/s | 0.77 ms/step | ETA: 12110.0 min
Step 57000000/1000000000 | t=5.70e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1297.9 steps/s | 0.77 ms/step | ETA: 12109.5 min
Step 57050000/1000000000 | t=5.71e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1297.9 steps/s | 0.77 ms/step | ETA: 12108.8 min
Step 57100000/1000000000 | t=5.71e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1297.9 steps/s | 0.77 ms/step | ETA: 12108.2 min
Step 57150000/1000000000 | t=5.72e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1297.9 steps/s | 0.77 ms/step | ETA: 12107.4 min
Step 57200000/1000000000 | t=5.72e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1297.9 steps/s | 0.77 ms/step | ETA: 12106.8 min
Step 57250000/1000000000 | t=5.73e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1297.9 steps/s | 0.77 ms/step | ETA: 12106.4 min
Step 57300000/1000000000 | t=5.73e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1297.8 steps/s | 0.77 ms/step | ETA: 12106.0 min
Step 57350000/1000000000 | t=5.74e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1297.8 steps/s | 0.77 ms/step | ETA: 12105.6 min
Step 57400000/1000000000 | t=5.74e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1297.8 steps/s | 0.77 ms/step | ETA: 12104.9 min
Step 57450000/1000000000 | t=5.75e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1297.8 steps/s | 0.77 ms/step | ETA: 12104.3 min
Step 57500000/1000000000 | t=5.75e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1297.8 steps/s | 0.77 ms/step | ETA: 12103.5 min
Step 57550000/1000000000 | t=5.76e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1297.9 steps/s | 0.77 ms/step | ETA: 12102.6 min
Step 57600000/1000000000 | t=5.76e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1297.9 steps/s | 0.77 ms/step | ETA: 12101.8 min
Step 57650000/1000000000 | t=5.77e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1297.9 steps/s | 0.77 ms/step | ETA: 12100.9 min
Step 57700000/1000000000 | t=5.77e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1297.9 steps/s | 0.77 ms/step | ETA: 12100.3 min
Step 57750000/1000000000 | t=5.78e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1297.9 steps/s | 0.77 ms/step | ETA: 12099.7 min
Step 57800000/1000000000 | t=5.78e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1297.9 steps/s | 0.77 ms/step | ETA: 12098.9 min
Step 57850000/1000000000 | t=5.79e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1297.9 steps/s | 0.77 ms/step | ETA: 12098.7 min
Step 57900000/1000000000 | t=5.79e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1297.9 steps/s | 0.77 ms/step | ETA: 12097.9 min
Step 57950000/1000000000 | t=5.80e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1297.9 steps/s | 0.77 ms/step | ETA: 12097.0 min
Step 58000000/1000000000 | t=5.80e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1297.9 steps/s | 0.77 ms/step | ETA: 12096.4 min
Step 58050000/1000000000 | t=5.81e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1297.9 steps/s | 0.77 ms/step | ETA: 12095.8 min
Step 58100000/1000000000 | t=5.81e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1297.9 steps/s | 0.77 ms/step | ETA: 12095.1 min
Step 58150000/1000000000 | t=5.82e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1297.9 steps/s | 0.77 ms/step | ETA: 12094.3 min
Step 58200000/1000000000 | t=5.82e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1297.9 steps/s | 0.77 ms/step | ETA: 12093.7 min
Step 58250000/1000000000 | t=5.83e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1297.9 steps/s | 0.77 ms/step | ETA: 12093.2 min
Step 58300000/1000000000 | t=5.83e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1297.9 steps/s | 0.77 ms/step | ETA: 12092.3 min
Step 58350000/1000000000 | t=5.84e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1297.9 steps/s | 0.77 ms/step | ETA: 12091.6 min
Step 58400000/1000000000 | t=5.84e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1297.9 steps/s | 0.77 ms/step | ETA: 12090.9 min
Step 58450000/1000000000 | t=5.85e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1297.9 steps/s | 0.77 ms/step | ETA: 12090.5 min
Step 58500000/1000000000 | t=5.85e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1297.9 steps/s | 0.77 ms/step | ETA: 12089.8 min
Step 58550000/1000000000 | t=5.86e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1297.9 steps/s | 0.77 ms/step | ETA: 12089.2 min
Step 58600000/1000000000 | t=5.86e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1297.9 steps/s | 0.77 ms/step | ETA: 12088.8 min
Step 58650000/1000000000 | t=5.87e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1297.9 steps/s | 0.77 ms/step | ETA: 12088.1 min
Step 58700000/1000000000 | t=5.87e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1297.9 steps/s | 0.77 ms/step | ETA: 12087.1 min
Step 58750000/1000000000 | t=5.88e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1298.0 steps/s | 0.77 ms/step | ETA: 12086.2 min
Step 58800000/1000000000 | t=5.88e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1298.0 steps/s | 0.77 ms/step | ETA: 12085.4 min
Step 58850000/1000000000 | t=5.89e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1298.0 steps/s | 0.77 ms/step | ETA: 12085.0 min
Step 58900000/1000000000 | t=5.89e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1298.0 steps/s | 0.77 ms/step | ETA: 12084.3 min
Step 58950000/1000000000 | t=5.90e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1298.0 steps/s | 0.77 ms/step | ETA: 12083.7 min
Step 59000000/1000000000 | t=5.90e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1297.9 steps/s | 0.77 ms/step | ETA: 12083.5 min
Step 59050000/1000000000 | t=5.91e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1297.9 steps/s | 0.77 ms/step | ETA: 12082.8 min
Step 59100000/1000000000 | t=5.91e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1297.9 steps/s | 0.77 ms/step | ETA: 12082.1 min
Step 59150000/1000000000 | t=5.92e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1297.9 steps/s | 0.77 ms/step | ETA: 12081.6 min
Step 59200000/1000000000 | t=5.92e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1297.9 steps/s | 0.77 ms/step | ETA: 12080.9 min
Step 59250000/1000000000 | t=5.93e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1297.9 steps/s | 0.77 ms/step | ETA: 12080.5 min
Step 59300000/1000000000 | t=5.93e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1297.9 steps/s | 0.77 ms/step | ETA: 12080.1 min
Step 59350000/1000000000 | t=5.94e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1297.8 steps/s | 0.77 ms/step | ETA: 12079.8 min
Step 59400000/1000000000 | t=5.94e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1297.9 steps/s | 0.77 ms/step | ETA: 12078.7 min
Step 59450000/1000000000 | t=5.95e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1297.9 steps/s | 0.77 ms/step | ETA: 12077.7 min
Step 59500000/1000000000 | t=5.95e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1297.9 steps/s | 0.77 ms/step | ETA: 12076.9 min
Step 59550000/1000000000 | t=5.96e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1298.0 steps/s | 0.77 ms/step | ETA: 12076.0 min
Step 59600000/1000000000 | t=5.96e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1298.0 steps/s | 0.77 ms/step | ETA: 12075.0 min
Step 59650000/1000000000 | t=5.97e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1298.0 steps/s | 0.77 ms/step | ETA: 12074.2 min
Step 59700000/1000000000 | t=5.97e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1298.0 steps/s | 0.77 ms/step | ETA: 12073.4 min
Step 59750000/1000000000 | t=5.98e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1298.0 steps/s | 0.77 ms/step | ETA: 12072.7 min
Step 59800000/1000000000 | t=5.98e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1298.0 steps/s | 0.77 ms/step | ETA: 12072.3 min
Step 59850000/1000000000 | t=5.99e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1298.0 steps/s | 0.77 ms/step | ETA: 12071.4 min
Step 59900000/1000000000 | t=5.99e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1298.0 steps/s | 0.77 ms/step | ETA: 12070.8 min
Step 59950000/1000000000 | t=6.00e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1298.0 steps/s | 0.77 ms/step | ETA: 12070.4 min
Step 60000000/1000000000 | t=6.00e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1298.0 steps/s | 0.77 ms/step | ETA: 12069.9 min
Step 60050000/1000000000 | t=6.01e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1298.0 steps/s | 0.77 ms/step | ETA: 12069.2 min
Step 60100000/1000000000 | t=6.01e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1298.0 steps/s | 0.77 ms/step | ETA: 12068.4 min
Step 60150000/1000000000 | t=6.02e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1298.0 steps/s | 0.77 ms/step | ETA: 12067.8 min
Step 60200000/1000000000 | t=6.02e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1298.1 steps/s | 0.77 ms/step | ETA: 12066.8 min
Step 60250000/1000000000 | t=6.03e-01 | T=7340.9 | a=1.000014 | H=2.41e-05 | 1298.1 steps/s | 0.77 ms/step | ETA: 12066.1 min
Step 60300000/1000000000 | t=6.03e-01 | T=7340.9 | a=1.000015 | H=2.41e-05 | 1298.1 steps/s | 0.77 ms/step | ETA: 12065.2 min
Step 60350000/1000000000 | t=6.04e-01 | T=7340.9 | a=1.000015 | H=2.41e-05 | 1298.1 steps/s | 0.77 ms/step | ETA: 12064.3 min
Step 60400000/1000000000 | t=6.04e-01 | T=7340.9 | a=1.000015 | H=2.41e-05 | 1298.1 steps/s | 0.77 ms/step | ETA: 12063.5 min
Step 60450000/1000000000 | t=6.05e-01 | T=7340.9 | a=1.000015 | H=2.41e-05 | 1298.1 steps/s | 0.77 ms/step | ETA: 12062.9 min
Step 60500000/1000000000 | t=6.05e-01 | T=7340.9 | a=1.000015 | H=2.41e-05 | 1298.2 steps/s | 0.77 ms/step | ETA: 12061.9 min
Step 60550000/1000000000 | t=6.06e-01 | T=7340.9 | a=1.000015 | H=2.41e-05 | 1298.1 steps/s | 0.77 ms/step | ETA: 12061.7 min
Step 60600000/1000000000 | t=6.06e-01 | T=7340.9 | a=1.000015 | H=2.41e-05 | 1298.1 steps/s | 0.77 ms/step | ETA: 12061.2 min
Step 60650000/1000000000 | t=6.07e-01 | T=7340.9 | a=1.000015 | H=2.41e-05 | 1298.1 steps/s | 0.77 ms/step | ETA: 12060.7 min
Step 60700000/1000000000 | t=6.07e-01 | T=7340.9 | a=1.000015 | H=2.41e-05 | 1298.1 steps/s | 0.77 ms/step | ETA: 12060.2 min
Step 60750000/1000000000 | t=6.08e-01 | T=7340.9 | a=1.000015 | H=2.41e-05 | 1298.1 steps/s | 0.77 ms/step | ETA: 12059.5 min
Step 60800000/1000000000 | t=6.08e-01 | T=7340.9 | a=1.000015 | H=2.41e-05 | 1298.1 steps/s | 0.77 ms/step | ETA: 12059.0 min
Step 60850000/1000000000 | t=6.09e-01 | T=7340.9 | a=1.000015 | H=2.41e-05 | 1298.1 steps/s | 0.77 ms/step | ETA: 12058.4 min
Step 60900000/1000000000 | t=6.09e-01 | T=7340.9 | a=1.000015 | H=2.41e-05 | 1298.1 steps/s | 0.77 ms/step | ETA: 12057.7 min
Step 60950000/1000000000 | t=6.10e-01 | T=7340.9 | a=1.000015 | H=2.41e-05 | 1298.1 steps/s | 0.77 ms/step | ETA: 12057.0 min
Step 61000000/1000000000 | t=6.10e-01 | T=7340.9 | a=1.000015 | H=2.41e-05 | 1298.1 steps/s | 0.77 ms/step | ETA: 12056.1 min
Step 61050000/1000000000 | t=6.11e-01 | T=7340.9 | a=1.000015 | H=2.41e-05 | 1298.1 steps/s | 0.77 ms/step | ETA: 12055.5 min
Step 61100000/1000000000 | t=6.11e-01 | T=7340.9 | a=1.000015 | H=2.41e-05 | 1298.1 steps/s | 0.77 ms/step | ETA: 12054.8 min
Step 61150000/1000000000 | t=6.12e-01 | T=7340.9 | a=1.000015 | H=2.41e-05 | 1298.1 steps/s | 0.77 ms/step | ETA: 12053.9 min
Step 61200000/1000000000 | t=6.12e-01 | T=7340.9 | a=1.000015 | H=2.41e-05 | 1298.1 steps/s | 0.77 ms/step | ETA: 12053.3 min
Step 61250000/1000000000 | t=6.13e-01 | T=7340.9 | a=1.000015 | H=2.41e-05 | 1298.1 steps/s | 0.77 ms/step | ETA: 12052.5 min
Step 61300000/1000000000 | t=6.13e-01 | T=7340.9 | a=1.000015 | H=2.41e-05 | 1298.2 steps/s | 0.77 ms/step | ETA: 12051.7 min
Step 61350000/1000000000 | t=6.14e-01 | T=7340.9 | a=1.000015 | H=2.41e-05 | 1298.2 steps/s | 0.77 ms/step | ETA: 12051.0 min
Step 61400000/1000000000 | t=6.14e-01 | T=7340.9 | a=1.000015 | H=2.41e-05 | 1298.2 steps/s | 0.77 ms/step | ETA: 12050.2 min
Step 61450000/1000000000 | t=6.15e-01 | T=7340.9 | a=1.000015 | H=2.41e-05 | 1298.2 steps/s | 0.77 ms/step | ETA: 12049.5 min
Step 61500000/1000000000 | t=6.15e-01 | T=7340.9 | a=1.000015 | H=2.41e-05 | 1298.2 steps/s | 0.77 ms/step | ETA: 12049.0 min
Step 61550000/1000000000 | t=6.16e-01 | T=7340.9 | a=1.000015 | H=2.41e-05 | 1298.2 steps/s | 0.77 ms/step | ETA: 12048.2 min
Step 61600000/1000000000 | t=6.16e-01 | T=7340.9 | a=1.000015 | H=2.41e-05 | 1298.2 steps/s | 0.77 ms/step | ETA: 12047.4 min
Step 61650000/1000000000 | t=6.17e-01 | T=7340.9 | a=1.000015 | H=2.41e-05 | 1298.2 steps/s | 0.77 ms/step | ETA: 12046.5 min
