======================================================================
LATTICE SIMULATION LOG
Started: 2026-02-19 19:27:49
Log file: logs/simulation_20260219_192749.log
======================================================================

Numba Configuration:
  Version: 0.63.1
  Threading layer: default
  Configured threads: 11
  Active threads: 11
----------------------------------------------------------------------
OVERDAMPED MODE: η = 10.0 (rescaled: 1.00e-02)

Hubble expansion: ENABLED (comoving lattice)
  g_* = 106.75, M_Pl = 2.40e+18 GeV, ΔV = 1.00e+28 GeV^4
  H² = (T⁴/χ_g² + ΔV) / (3 M_Pl²)
  H(T0=7341.0) = 2.4056e-05 GeV
  3H = 7.2169e-05 GeV
  η_phys = 0.3 GeV  →  3H/η = 2.41e-04
  T(t) = T0 / a(t)  (entropy conservation)
  Initial a = 1.0
Field precision: float32
Tree-level VEV: ±1.0000e+11

Finding thermal VEV at T = 7341.0...
  V'(0) = -3.3898e-08
  V'(VEV) = 7.1194e-31
  Thermal VEV found: 1.0000e+11
  Ratio thermal/tree: 1.0000

Finding escape point...
  V'(1e-10) = -3.3898e-08
  V'(1e0)   = -3.3899e+02
  V'(1e5)   = -9.9983e+10
  V'(1e8)   = -1.0000e+14
  V'(1e10)  = -9.9000e+15
  No barrier: V' < 0 everywhere (spinodal regime)
  Using thermal VEV: 1.0000e+11
  V'(escape) = 7.1194e-31

Using TREE-LEVEL VEV for seeding: 1.0000e+11
The bubble is seeded at the true vacuum (no rolling needed).
Bubble seeding: DISABLED (thermal nucleation only)
Field states will be saved to: data/set6/128x128_T0_7341_dt_1e-05_interval_50000_hubble_eta_10/field_states
Figures will be saved to: data/set6/128x128_T0_7341_dt_1e-05_interval_50000_hubble_eta_10/figs/latticeSnapshot

============================================================
Starting time evolution...
Grid: 128×128, Steps: 1000000000, dt: 1.00e-05
Using fused RK2: True
Using in-kernel RNG: True
Field precision: float32
Spline resolution N_Y: 256
Bubble seeding: DISABLED
Thermal noise: ENABLED (FDT noise_scale(T0) = 3.8317e-05)
Overdamped mode: ENABLED (η = 10.0, no ringing)
Hubble expansion: ENABLED
  H(T0) = 2.4056e-05 GeV, 3H/η = 2.41e-04
  g_* = 106.75, M_Pl = 2.40e+18 GeV
============================================================

Warming up JIT compilation...
JIT warmup complete.
Starting main loop...

Step 0/1000000000 | t=0.00e+00 | T=7341.0 | a=1.000000 | H=2.41e-05 | 1196.3 steps/s | 0.00 ms/step | ETA: 0.0 min
Step 14900000/1000000000 | t=1.49e-01 | T=7341.0 | a=1.000004 | H=2.41e-05 | 1255.8 steps/s | 0.80 ms/step | ETA: 13073.8 min
Step 14950000/1000000000 | t=1.49e-01 | T=7341.0 | a=1.000004 | H=2.41e-05 | 1256.0 steps/s | 0.80 ms/step | ETA: 13071.4 min
Step 15000000/1000000000 | t=1.50e-01 | T=7341.0 | a=1.000004 | H=2.41e-05 | 1256.2 steps/s | 0.80 ms/step | ETA: 13069.0 min
Step 15050000/1000000000 | t=1.50e-01 | T=7341.0 | a=1.000004 | H=2.41e-05 | 1256.4 steps/s | 0.80 ms/step | ETA: 13065.9 min
Step 15100000/1000000000 | t=1.51e-01 | T=7341.0 | a=1.000004 | H=2.41e-05 | 1256.6 steps/s | 0.80 ms/step | ETA: 13062.8 min
Step 15150000/1000000000 | t=1.51e-01 | T=7341.0 | a=1.000004 | H=2.41e-05 | 1256.8 steps/s | 0.80 ms/step | ETA: 13060.0 min
Step 15200000/1000000000 | t=1.52e-01 | T=7341.0 | a=1.000004 | H=2.41e-05 | 1257.1 steps/s | 0.80 ms/step | ETA: 13056.7 min
Step 15250000/1000000000 | t=1.52e-01 | T=7341.0 | a=1.000004 | H=2.41e-05 | 1257.3 steps/s | 0.80 ms/step | ETA: 13053.6 min
Step 15300000/1000000000 | t=1.53e-01 | T=7341.0 | a=1.000004 | H=2.41e-05 | 1257.5 steps/s | 0.80 ms/step | ETA: 13051.2 min
Step 15350000/1000000000 | t=1.53e-01 | T=7341.0 | a=1.000004 | H=2.41e-05 | 1257.7 steps/s | 0.80 ms/step | ETA: 13048.5 min
Step 15400000/1000000000 | t=1.54e-01 | T=7341.0 | a=1.000004 | H=2.41e-05 | 1257.8 steps/s | 0.80 ms/step | ETA: 13046.4 min
Step 15450000/1000000000 | t=1.54e-01 | T=7341.0 | a=1.000004 | H=2.41e-05 | 1258.0 steps/s | 0.79 ms/step | ETA: 13044.0 min
Step 15500000/1000000000 | t=1.55e-01 | T=7341.0 | a=1.000004 | H=2.41e-05 | 1258.2 steps/s | 0.79 ms/step | ETA: 13041.3 min
Step 15550000/1000000000 | t=1.55e-01 | T=7341.0 | a=1.000004 | H=2.41e-05 | 1258.4 steps/s | 0.79 ms/step | ETA: 13038.4 min
Step 15600000/1000000000 | t=1.56e-01 | T=7341.0 | a=1.000004 | H=2.41e-05 | 1258.6 steps/s | 0.79 ms/step | ETA: 13035.6 min
Step 15650000/1000000000 | t=1.57e-01 | T=7341.0 | a=1.000004 | H=2.41e-05 | 1258.8 steps/s | 0.79 ms/step | ETA: 13032.8 min
Step 15700000/1000000000 | t=1.57e-01 | T=7341.0 | a=1.000004 | H=2.41e-05 | 1259.0 steps/s | 0.79 ms/step | ETA: 13030.6 min
Step 15750000/1000000000 | t=1.58e-01 | T=7341.0 | a=1.000004 | H=2.41e-05 | 1259.1 steps/s | 0.79 ms/step | ETA: 13028.1 min
Step 15800000/1000000000 | t=1.58e-01 | T=7341.0 | a=1.000004 | H=2.41e-05 | 1259.2 steps/s | 0.79 ms/step | ETA: 13026.6 min
Step 15850000/1000000000 | t=1.59e-01 | T=7341.0 | a=1.000004 | H=2.41e-05 | 1259.3 steps/s | 0.79 ms/step | ETA: 13025.6 min
Step 15900000/1000000000 | t=1.59e-01 | T=7341.0 | a=1.000004 | H=2.41e-05 | 1259.4 steps/s | 0.79 ms/step | ETA: 13023.0 min
Step 15950000/1000000000 | t=1.60e-01 | T=7341.0 | a=1.000004 | H=2.41e-05 | 1259.4 steps/s | 0.79 ms/step | ETA: 13022.9 min
Step 16000000/1000000000 | t=1.60e-01 | T=7341.0 | a=1.000004 | H=2.41e-05 | 1259.4 steps/s | 0.79 ms/step | ETA: 13021.7 min
Step 16050000/1000000000 | t=1.61e-01 | T=7341.0 | a=1.000004 | H=2.41e-05 | 1259.4 steps/s | 0.79 ms/step | ETA: 13021.3 min
Step 16100000/1000000000 | t=1.61e-01 | T=7341.0 | a=1.000004 | H=2.41e-05 | 1259.7 steps/s | 0.79 ms/step | ETA: 13017.7 min
Step 16150000/1000000000 | t=1.62e-01 | T=7341.0 | a=1.000004 | H=2.41e-05 | 1259.9 steps/s | 0.79 ms/step | ETA: 13015.0 min
Step 16200000/1000000000 | t=1.62e-01 | T=7341.0 | a=1.000004 | H=2.41e-05 | 1260.2 steps/s | 0.79 ms/step | ETA: 13011.5 min
Step 16250000/1000000000 | t=1.63e-01 | T=7341.0 | a=1.000004 | H=2.41e-05 | 1260.5 steps/s | 0.79 ms/step | ETA: 13007.7 min
Step 16300000/1000000000 | t=1.63e-01 | T=7341.0 | a=1.000004 | H=2.41e-05 | 1260.7 steps/s | 0.79 ms/step | ETA: 13004.5 min
Step 16350000/1000000000 | t=1.64e-01 | T=7341.0 | a=1.000004 | H=2.41e-05 | 1260.8 steps/s | 0.79 ms/step | ETA: 13002.7 min
Step 16400000/1000000000 | t=1.64e-01 | T=7341.0 | a=1.000004 | H=2.41e-05 | 1261.0 steps/s | 0.79 ms/step | ETA: 13000.2 min
Step 16450000/1000000000 | t=1.65e-01 | T=7341.0 | a=1.000004 | H=2.41e-05 | 1261.1 steps/s | 0.79 ms/step | ETA: 12998.7 min
Step 16500000/1000000000 | t=1.65e-01 | T=7341.0 | a=1.000004 | H=2.41e-05 | 1261.2 steps/s | 0.79 ms/step | ETA: 12997.2 min
Step 16550000/1000000000 | t=1.66e-01 | T=7341.0 | a=1.000004 | H=2.41e-05 | 1261.3 steps/s | 0.79 ms/step | ETA: 12995.3 min
Step 16600000/1000000000 | t=1.66e-01 | T=7341.0 | a=1.000004 | H=2.41e-05 | 1261.5 steps/s | 0.79 ms/step | ETA: 12992.3 min
Step 16650000/1000000000 | t=1.67e-01 | T=7341.0 | a=1.000004 | H=2.41e-05 | 1261.8 steps/s | 0.79 ms/step | ETA: 12989.2 min
Step 16700000/1000000000 | t=1.67e-01 | T=7341.0 | a=1.000004 | H=2.41e-05 | 1262.0 steps/s | 0.79 ms/step | ETA: 12985.7 min
Step 16750000/1000000000 | t=1.68e-01 | T=7341.0 | a=1.000004 | H=2.41e-05 | 1262.3 steps/s | 0.79 ms/step | ETA: 12982.7 min
Step 16800000/1000000000 | t=1.68e-01 | T=7341.0 | a=1.000004 | H=2.41e-05 | 1262.5 steps/s | 0.79 ms/step | ETA: 12979.8 min
Step 16850000/1000000000 | t=1.69e-01 | T=7341.0 | a=1.000004 | H=2.41e-05 | 1262.7 steps/s | 0.79 ms/step | ETA: 12976.5 min
Step 16900000/1000000000 | t=1.69e-01 | T=7341.0 | a=1.000004 | H=2.41e-05 | 1262.9 steps/s | 0.79 ms/step | ETA: 12973.7 min
Step 16950000/1000000000 | t=1.70e-01 | T=7341.0 | a=1.000004 | H=2.41e-05 | 1263.2 steps/s | 0.79 ms/step | ETA: 12970.6 min
Step 17000000/1000000000 | t=1.70e-01 | T=7341.0 | a=1.000004 | H=2.41e-05 | 1263.4 steps/s | 0.79 ms/step | ETA: 12967.6 min
Step 17050000/1000000000 | t=1.71e-01 | T=7341.0 | a=1.000004 | H=2.41e-05 | 1263.7 steps/s | 0.79 ms/step | ETA: 12964.4 min
Step 17100000/1000000000 | t=1.71e-01 | T=7341.0 | a=1.000004 | H=2.41e-05 | 1264.0 steps/s | 0.79 ms/step | ETA: 12959.8 min
Step 17150000/1000000000 | t=1.72e-01 | T=7341.0 | a=1.000004 | H=2.41e-05 | 1264.4 steps/s | 0.79 ms/step | ETA: 12955.4 min
Step 17200000/1000000000 | t=1.72e-01 | T=7341.0 | a=1.000004 | H=2.41e-05 | 1264.8 steps/s | 0.79 ms/step | ETA: 12950.9 min
Step 17250000/1000000000 | t=1.72e-01 | T=7341.0 | a=1.000004 | H=2.41e-05 | 1265.1 steps/s | 0.79 ms/step | ETA: 12946.9 min
Step 17300000/1000000000 | t=1.73e-01 | T=7341.0 | a=1.000004 | H=2.41e-05 | 1265.2 steps/s | 0.79 ms/step | ETA: 12944.9 min
Step 17350000/1000000000 | t=1.73e-01 | T=7341.0 | a=1.000004 | H=2.41e-05 | 1265.5 steps/s | 0.79 ms/step | ETA: 12941.6 min
Step 17400000/1000000000 | t=1.74e-01 | T=7341.0 | a=1.000004 | H=2.41e-05 | 1265.7 steps/s | 0.79 ms/step | ETA: 12938.4 min
Step 17450000/1000000000 | t=1.75e-01 | T=7341.0 | a=1.000004 | H=2.41e-05 | 1265.9 steps/s | 0.79 ms/step | ETA: 12936.0 min
Step 17500000/1000000000 | t=1.75e-01 | T=7341.0 | a=1.000004 | H=2.41e-05 | 1266.1 steps/s | 0.79 ms/step | ETA: 12933.4 min
Step 17550000/1000000000 | t=1.76e-01 | T=7341.0 | a=1.000004 | H=2.41e-05 | 1266.3 steps/s | 0.79 ms/step | ETA: 12930.6 min
Step 17600000/1000000000 | t=1.76e-01 | T=7341.0 | a=1.000004 | H=2.41e-05 | 1266.5 steps/s | 0.79 ms/step | ETA: 12928.0 min
Step 17650000/1000000000 | t=1.77e-01 | T=7341.0 | a=1.000004 | H=2.41e-05 | 1266.7 steps/s | 0.79 ms/step | ETA: 12924.9 min
Step 17700000/1000000000 | t=1.77e-01 | T=7341.0 | a=1.000004 | H=2.41e-05 | 1267.0 steps/s | 0.79 ms/step | ETA: 12921.3 min
Step 17750000/1000000000 | t=1.78e-01 | T=7341.0 | a=1.000004 | H=2.41e-05 | 1267.1 steps/s | 0.79 ms/step | ETA: 12919.6 min
Step 17800000/1000000000 | t=1.78e-01 | T=7341.0 | a=1.000004 | H=2.41e-05 | 1267.5 steps/s | 0.79 ms/step | ETA: 12915.5 min
Step 17850000/1000000000 | t=1.79e-01 | T=7341.0 | a=1.000004 | H=2.41e-05 | 1267.7 steps/s | 0.79 ms/step | ETA: 12912.5 min
Step 17900000/1000000000 | t=1.79e-01 | T=7341.0 | a=1.000004 | H=2.41e-05 | 1267.9 steps/s | 0.79 ms/step | ETA: 12909.3 min
Step 17950000/1000000000 | t=1.80e-01 | T=7341.0 | a=1.000004 | H=2.41e-05 | 1268.3 steps/s | 0.79 ms/step | ETA: 12905.6 min
Step 18000000/1000000000 | t=1.80e-01 | T=7341.0 | a=1.000004 | H=2.41e-05 | 1268.4 steps/s | 0.79 ms/step | ETA: 12902.9 min
Step 18050000/1000000000 | t=1.81e-01 | T=7341.0 | a=1.000004 | H=2.41e-05 | 1268.7 steps/s | 0.79 ms/step | ETA: 12899.5 min
Step 18100000/1000000000 | t=1.81e-01 | T=7341.0 | a=1.000004 | H=2.41e-05 | 1268.9 steps/s | 0.79 ms/step | ETA: 12896.5 min
Step 18150000/1000000000 | t=1.82e-01 | T=7341.0 | a=1.000004 | H=2.41e-05 | 1269.2 steps/s | 0.79 ms/step | ETA: 12893.8 min
Step 18200000/1000000000 | t=1.82e-01 | T=7341.0 | a=1.000004 | H=2.41e-05 | 1269.4 steps/s | 0.79 ms/step | ETA: 12890.9 min
Step 18250000/1000000000 | t=1.83e-01 | T=7341.0 | a=1.000004 | H=2.41e-05 | 1269.6 steps/s | 0.79 ms/step | ETA: 12888.1 min
Step 18300000/1000000000 | t=1.83e-01 | T=7341.0 | a=1.000004 | H=2.41e-05 | 1269.9 steps/s | 0.79 ms/step | ETA: 12884.6 min
Step 18350000/1000000000 | t=1.84e-01 | T=7341.0 | a=1.000004 | H=2.41e-05 | 1270.2 steps/s | 0.79 ms/step | ETA: 12880.5 min
Step 18400000/1000000000 | t=1.84e-01 | T=7341.0 | a=1.000004 | H=2.41e-05 | 1270.5 steps/s | 0.79 ms/step | ETA: 12877.0 min
Step 18450000/1000000000 | t=1.85e-01 | T=7341.0 | a=1.000004 | H=2.41e-05 | 1270.8 steps/s | 0.79 ms/step | ETA: 12873.5 min
Step 18500000/1000000000 | t=1.85e-01 | T=7341.0 | a=1.000004 | H=2.41e-05 | 1271.1 steps/s | 0.79 ms/step | ETA: 12869.4 min
Step 18550000/1000000000 | t=1.86e-01 | T=7341.0 | a=1.000004 | H=2.41e-05 | 1271.3 steps/s | 0.79 ms/step | ETA: 12866.7 min
Step 18600000/1000000000 | t=1.86e-01 | T=7341.0 | a=1.000004 | H=2.41e-05 | 1271.5 steps/s | 0.79 ms/step | ETA: 12863.9 min
Step 18650000/1000000000 | t=1.87e-01 | T=7341.0 | a=1.000004 | H=2.41e-05 | 1271.7 steps/s | 0.79 ms/step | ETA: 12861.4 min
Step 18700000/1000000000 | t=1.87e-01 | T=7341.0 | a=1.000004 | H=2.41e-05 | 1271.9 steps/s | 0.79 ms/step | ETA: 12858.4 min
Step 18750000/1000000000 | t=1.88e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1272.2 steps/s | 0.79 ms/step | ETA: 12854.8 min
Step 18800000/1000000000 | t=1.88e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1272.4 steps/s | 0.79 ms/step | ETA: 12852.2 min
Step 18850000/1000000000 | t=1.89e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1272.7 steps/s | 0.79 ms/step | ETA: 12849.0 min
Step 18900000/1000000000 | t=1.89e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1272.8 steps/s | 0.79 ms/step | ETA: 12847.0 min
Step 18950000/1000000000 | t=1.90e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1273.1 steps/s | 0.79 ms/step | ETA: 12843.7 min
Step 19000000/1000000000 | t=1.90e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1273.3 steps/s | 0.79 ms/step | ETA: 12840.4 min
Step 19050000/1000000000 | t=1.91e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1273.5 steps/s | 0.79 ms/step | ETA: 12838.1 min
Step 19100000/1000000000 | t=1.91e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1273.7 steps/s | 0.79 ms/step | ETA: 12835.2 min
Step 19150000/1000000000 | t=1.92e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1274.0 steps/s | 0.78 ms/step | ETA: 12831.9 min
Step 19200000/1000000000 | t=1.92e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1274.2 steps/s | 0.78 ms/step | ETA: 12828.7 min
Step 19250000/1000000000 | t=1.93e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1274.4 steps/s | 0.78 ms/step | ETA: 12826.3 min
Step 19300000/1000000000 | t=1.93e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1274.5 steps/s | 0.78 ms/step | ETA: 12824.2 min
Step 19350000/1000000000 | t=1.94e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1274.8 steps/s | 0.78 ms/step | ETA: 12821.3 min
Step 19400000/1000000000 | t=1.94e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1275.0 steps/s | 0.78 ms/step | ETA: 12818.6 min
Step 19450000/1000000000 | t=1.95e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1275.2 steps/s | 0.78 ms/step | ETA: 12816.0 min
Step 19500000/1000000000 | t=1.95e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1275.4 steps/s | 0.78 ms/step | ETA: 12813.3 min
Step 19550000/1000000000 | t=1.96e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1275.6 steps/s | 0.78 ms/step | ETA: 12810.4 min
Step 19600000/1000000000 | t=1.96e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1275.8 steps/s | 0.78 ms/step | ETA: 12807.4 min
Step 19650000/1000000000 | t=1.97e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1276.0 steps/s | 0.78 ms/step | ETA: 12804.6 min
Step 19700000/1000000000 | t=1.97e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1276.1 steps/s | 0.78 ms/step | ETA: 12803.0 min
Step 19750000/1000000000 | t=1.98e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1276.3 steps/s | 0.78 ms/step | ETA: 12800.9 min
Step 19800000/1000000000 | t=1.98e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1276.4 steps/s | 0.78 ms/step | ETA: 12798.8 min
Step 19850000/1000000000 | t=1.99e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1276.6 steps/s | 0.78 ms/step | ETA: 12795.9 min
Step 19900000/1000000000 | t=1.99e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1276.8 steps/s | 0.78 ms/step | ETA: 12793.6 min
Step 19950000/1000000000 | t=2.00e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1276.9 steps/s | 0.78 ms/step | ETA: 12791.5 min
Step 20000000/1000000000 | t=2.00e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1277.1 steps/s | 0.78 ms/step | ETA: 12789.6 min
Step 20050000/1000000000 | t=2.01e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1277.2 steps/s | 0.78 ms/step | ETA: 12787.9 min
Step 20100000/1000000000 | t=2.01e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1277.2 steps/s | 0.78 ms/step | ETA: 12787.0 min
Step 20150000/1000000000 | t=2.02e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1277.4 steps/s | 0.78 ms/step | ETA: 12784.8 min
Step 20200000/1000000000 | t=2.02e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1277.5 steps/s | 0.78 ms/step | ETA: 12782.4 min
Step 20250000/1000000000 | t=2.03e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1277.7 steps/s | 0.78 ms/step | ETA: 12780.5 min
Step 20300000/1000000000 | t=2.03e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1277.8 steps/s | 0.78 ms/step | ETA: 12778.3 min
Step 20350000/1000000000 | t=2.04e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1277.9 steps/s | 0.78 ms/step | ETA: 12776.5 min
Step 20400000/1000000000 | t=2.04e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1278.0 steps/s | 0.78 ms/step | ETA: 12774.9 min
Step 20450000/1000000000 | t=2.05e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1278.1 steps/s | 0.78 ms/step | ETA: 12773.7 min
Step 20500000/1000000000 | t=2.05e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1278.1 steps/s | 0.78 ms/step | ETA: 12773.2 min
Step 20550000/1000000000 | t=2.06e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1278.1 steps/s | 0.78 ms/step | ETA: 12772.0 min
Step 20600000/1000000000 | t=2.06e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1278.2 steps/s | 0.78 ms/step | ETA: 12770.7 min
Step 20650000/1000000000 | t=2.07e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1278.4 steps/s | 0.78 ms/step | ETA: 12768.4 min
Step 20700000/1000000000 | t=2.07e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1278.4 steps/s | 0.78 ms/step | ETA: 12767.1 min
Step 20750000/1000000000 | t=2.08e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1278.6 steps/s | 0.78 ms/step | ETA: 12764.8 min
Step 20800000/1000000000 | t=2.08e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1278.7 steps/s | 0.78 ms/step | ETA: 12762.9 min
Step 20850000/1000000000 | t=2.09e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1278.5 steps/s | 0.78 ms/step | ETA: 12763.9 min
Step 20900000/1000000000 | t=2.09e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1278.4 steps/s | 0.78 ms/step | ETA: 12764.3 min
Step 20950000/1000000000 | t=2.10e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1278.5 steps/s | 0.78 ms/step | ETA: 12762.9 min
Step 21000000/1000000000 | t=2.10e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1278.5 steps/s | 0.78 ms/step | ETA: 12761.9 min
Step 21050000/1000000000 | t=2.11e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1278.6 steps/s | 0.78 ms/step | ETA: 12761.0 min
Step 21100000/1000000000 | t=2.11e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1278.7 steps/s | 0.78 ms/step | ETA: 12758.9 min
Step 21150000/1000000000 | t=2.12e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1278.7 steps/s | 0.78 ms/step | ETA: 12758.5 min
Step 21200000/1000000000 | t=2.12e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1278.9 steps/s | 0.78 ms/step | ETA: 12756.0 min
Step 21250000/1000000000 | t=2.13e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1279.0 steps/s | 0.78 ms/step | ETA: 12754.0 min
Step 21300000/1000000000 | t=2.13e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1279.1 steps/s | 0.78 ms/step | ETA: 12752.9 min
Step 21350000/1000000000 | t=2.14e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1279.0 steps/s | 0.78 ms/step | ETA: 12752.3 min
Step 21400000/1000000000 | t=2.14e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1278.9 steps/s | 0.78 ms/step | ETA: 12753.6 min
Step 21450000/1000000000 | t=2.15e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1278.0 steps/s | 0.78 ms/step | ETA: 12761.6 min
Step 21500000/1000000000 | t=2.15e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1276.9 steps/s | 0.78 ms/step | ETA: 12771.3 min
Step 21550000/1000000000 | t=2.16e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1276.4 steps/s | 0.78 ms/step | ETA: 12776.4 min
Step 21600000/1000000000 | t=2.16e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1275.9 steps/s | 0.78 ms/step | ETA: 12780.6 min
Step 21650000/1000000000 | t=2.17e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1275.4 steps/s | 0.78 ms/step | ETA: 12785.0 min
Step 21700000/1000000000 | t=2.17e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1275.6 steps/s | 0.78 ms/step | ETA: 12782.6 min
Step 21750000/1000000000 | t=2.18e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1275.8 steps/s | 0.78 ms/step | ETA: 12779.7 min
Step 21800000/1000000000 | t=2.18e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1276.0 steps/s | 0.78 ms/step | ETA: 12777.0 min
Step 21850000/1000000000 | t=2.19e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1276.1 steps/s | 0.78 ms/step | ETA: 12775.0 min
Step 21900000/1000000000 | t=2.19e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1276.2 steps/s | 0.78 ms/step | ETA: 12773.1 min
Step 21950000/1000000000 | t=2.20e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1276.4 steps/s | 0.78 ms/step | ETA: 12771.1 min
Step 22000000/1000000000 | t=2.20e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1276.4 steps/s | 0.78 ms/step | ETA: 12770.0 min
Step 22050000/1000000000 | t=2.21e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1276.5 steps/s | 0.78 ms/step | ETA: 12768.5 min
Step 22100000/1000000000 | t=2.21e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1276.6 steps/s | 0.78 ms/step | ETA: 12766.6 min
Step 22150000/1000000000 | t=2.22e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1276.8 steps/s | 0.78 ms/step | ETA: 12764.3 min
Step 22200000/1000000000 | t=2.22e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1277.0 steps/s | 0.78 ms/step | ETA: 12761.3 min
Step 22250000/1000000000 | t=2.23e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1277.2 steps/s | 0.78 ms/step | ETA: 12758.6 min
Step 22300000/1000000000 | t=2.23e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1277.4 steps/s | 0.78 ms/step | ETA: 12756.5 min
Step 22350000/1000000000 | t=2.24e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1277.5 steps/s | 0.78 ms/step | ETA: 12754.7 min
Step 22400000/1000000000 | t=2.24e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1277.6 steps/s | 0.78 ms/step | ETA: 12753.2 min
Step 22450000/1000000000 | t=2.25e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1277.5 steps/s | 0.78 ms/step | ETA: 12753.4 min
Step 22500000/1000000000 | t=2.25e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1277.6 steps/s | 0.78 ms/step | ETA: 12751.3 min
Step 22550000/1000000000 | t=2.26e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1277.9 steps/s | 0.78 ms/step | ETA: 12748.5 min
Step 22600000/1000000000 | t=2.26e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1278.1 steps/s | 0.78 ms/step | ETA: 12745.0 min
Step 22650000/1000000000 | t=2.27e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1278.4 steps/s | 0.78 ms/step | ETA: 12741.6 min
