Step 0/1000000 | t=0.00e+00 | T=15000.0 | a=1.000000 | H=2.41e-05 | 2.1 steps/s | 486.86 ms/step | ETA: 8114.4 min

*** phi threshold exceeded: max|phi|=10118.0 > 10000.0
*** Switching to dense snapshots: every 100 steps

Step 51900/1000000 | t=5.19e+00 | T=14998.1 | a=1.000125 | H=2.41e-05 | 13.1 steps/s | 76.54 ms/step | ETA: 1209.4 min
Step 52000/1000000 | t=5.20e+00 | T=14998.1 | a=1.000125 | H=2.41e-05 | 13.1 steps/s | 76.54 ms/step | ETA: 1209.4 min
Step 52100/1000000 | t=5.21e+00 | T=14998.1 | a=1.000125 | H=2.41e-05 | 13.1 steps/s | 76.54 ms/step | ETA: 1209.2 min
Step 52200/1000000 | t=5.22e+00 | T=14998.1 | a=1.000126 | H=2.41e-05 | 13.1 steps/s | 76.53 ms/step | ETA: 1209.0 min
Step 52300/1000000 | t=5.23e+00 | T=14998.1 | a=1.000126 | H=2.41e-05 | 13.1 steps/s | 76.53 ms/step | ETA: 1208.8 min
Step 52400/1000000 | t=5.24e+00 | T=14998.1 | a=1.000126 | H=2.41e-05 | 13.1 steps/s | 76.53 ms/step | ETA: 1208.6 min
Step 52500/1000000 | t=5.25e+00 | T=14998.1 | a=1.000126 | H=2.41e-05 | 13.1 steps/s | 76.53 ms/step | ETA: 1208.5 min
Step 52600/1000000 | t=5.26e+00 | T=14998.1 | a=1.000127 | H=2.41e-05 | 13.1 steps/s | 76.52 ms/step | ETA: 1208.3 min
Step 52700/1000000 | t=5.27e+00 | T=14998.1 | a=1.000127 | H=2.41e-05 | 13.1 steps/s | 76.52 ms/step | ETA: 1208.1 min
Step 52800/1000000 | t=5.28e+00 | T=14998.1 | a=1.000127 | H=2.41e-05 | 13.1 steps/s | 76.52 ms/step | ETA: 1208.1 min
Step 52900/1000000 | t=5.29e+00 | T=14998.1 | a=1.000127 | H=2.41e-05 | 13.1 steps/s | 76.52 ms/step | ETA: 1207.9 min
Step 53000/1000000 | t=5.30e+00 | T=14998.1 | a=1.000128 | H=2.41e-05 | 13.1 steps/s | 76.51 ms/step | ETA: 1207.6 min
Step 53100/1000000 | t=5.31e+00 | T=14998.1 | a=1.000128 | H=2.41e-05 | 13.1 steps/s | 76.51 ms/step | ETA: 1207.4 min
Step 53200/1000000 | t=5.32e+00 | T=14998.1 | a=1.000128 | H=2.41e-05 | 13.1 steps/s | 76.50 ms/step | ETA: 1207.2 min
Step 53300/1000000 | t=5.33e+00 | T=14998.1 | a=1.000128 | H=2.41e-05 | 13.1 steps/s | 76.51 ms/step | ETA: 1207.1 min
Step 53400/1000000 | t=5.34e+00 | T=14998.1 | a=1.000128 | H=2.41e-05 | 13.1 steps/s | 76.50 ms/step | ETA: 1206.9 min
Step 53500/1000000 | t=5.35e+00 | T=14998.1 | a=1.000129 | H=2.41e-05 | 13.1 steps/s | 76.49 ms/step | ETA: 1206.7 min
Step 53600/1000000 | t=5.36e+00 | T=14998.1 | a=1.000129 | H=2.41e-05 | 13.1 steps/s | 76.49 ms/step | ETA: 1206.5 min
Step 53700/1000000 | t=5.37e+00 | T=14998.1 | a=1.000129 | H=2.41e-05 | 13.1 steps/s | 76.49 ms/step | ETA: 1206.4 min
Step 53800/1000000 | t=5.38e+00 | T=14998.1 | a=1.000129 | H=2.41e-05 | 13.1 steps/s | 76.49 ms/step | ETA: 1206.3 min
Step 53900/1000000 | t=5.39e+00 | T=14998.1 | a=1.000130 | H=2.41e-05 | 13.1 steps/s | 76.50 ms/step | ETA: 1206.3 min
Step 54000/1000000 | t=5.40e+00 | T=14998.1 | a=1.000130 | H=2.41e-05 | 13.1 steps/s | 76.49 ms/step | ETA: 1206.1 min
Step 54100/1000000 | t=5.41e+00 | T=14998.0 | a=1.000130 | H=2.41e-05 | 13.1 steps/s | 76.49 ms/step | ETA: 1205.9 min
Step 54200/1000000 | t=5.42e+00 | T=14998.0 | a=1.000130 | H=2.41e-05 | 13.1 steps/s | 76.49 ms/step | ETA: 1205.7 min
Step 54300/1000000 | t=5.43e+00 | T=14998.0 | a=1.000131 | H=2.41e-05 | 13.1 steps/s | 76.48 ms/step | ETA: 1205.5 min
Step 54400/1000000 | t=5.44e+00 | T=14998.0 | a=1.000131 | H=2.41e-05 | 13.1 steps/s | 76.49 ms/step | ETA: 1205.4 min
Step 54500/1000000 | t=5.45e+00 | T=14998.0 | a=1.000131 | H=2.41e-05 | 13.1 steps/s | 76.49 ms/step | ETA: 1205.3 min
Step 54600/1000000 | t=5.46e+00 | T=14998.0 | a=1.000131 | H=2.41e-05 | 13.1 steps/s | 76.48 ms/step | ETA: 1205.1 min
Step 54700/1000000 | t=5.47e+00 | T=14998.0 | a=1.000132 | H=2.41e-05 | 13.1 steps/s | 76.48 ms/step | ETA: 1204.9 min
Step 54800/1000000 | t=5.48e+00 | T=14998.0 | a=1.000132 | H=2.41e-05 | 13.1 steps/s | 76.48 ms/step | ETA: 1204.8 min
Step 54900/1000000 | t=5.49e+00 | T=14998.0 | a=1.000132 | H=2.41e-05 | 13.1 steps/s | 76.47 ms/step | ETA: 1204.6 min
Step 55000/1000000 | t=5.50e+00 | T=14998.0 | a=1.000132 | H=2.41e-05 | 13.1 steps/s | 76.47 ms/step | ETA: 1204.4 min
Step 55100/1000000 | t=5.51e+00 | T=14998.0 | a=1.000133 | H=2.41e-05 | 13.1 steps/s | 76.47 ms/step | ETA: 1204.3 min
Step 55200/1000000 | t=5.52e+00 | T=14998.0 | a=1.000133 | H=2.41e-05 | 13.1 steps/s | 76.47 ms/step | ETA: 1204.2 min
Step 55300/1000000 | t=5.53e+00 | T=14998.0 | a=1.000133 | H=2.41e-05 | 13.1 steps/s | 76.47 ms/step | ETA: 1204.0 min
Step 55400/1000000 | t=5.54e+00 | T=14998.0 | a=1.000133 | H=2.41e-05 | 13.1 steps/s | 76.46 ms/step | ETA: 1203.8 min
Step 55500/1000000 | t=5.55e+00 | T=14998.0 | a=1.000134 | H=2.41e-05 | 13.1 steps/s | 76.46 ms/step | ETA: 1203.6 min
Step 55600/1000000 | t=5.56e+00 | T=14998.0 | a=1.000134 | H=2.41e-05 | 13.1 steps/s | 76.46 ms/step | ETA: 1203.5 min
Step 55700/1000000 | t=5.57e+00 | T=14998.0 | a=1.000134 | H=2.41e-05 | 13.1 steps/s | 76.46 ms/step | ETA: 1203.3 min
Step 55800/1000000 | t=5.58e+00 | T=14998.0 | a=1.000134 | H=2.41e-05 | 13.1 steps/s | 76.46 ms/step | ETA: 1203.3 min
Step 55900/1000000 | t=5.59e+00 | T=14998.0 | a=1.000134 | H=2.41e-05 | 13.1 steps/s | 76.46 ms/step | ETA: 1203.1 min
Step 56000/1000000 | t=5.60e+00 | T=14998.0 | a=1.000135 | H=2.41e-05 | 13.1 steps/s | 76.46 ms/step | ETA: 1202.9 min
Step 56100/1000000 | t=5.61e+00 | T=14998.0 | a=1.000135 | H=2.41e-05 | 13.1 steps/s | 76.45 ms/step | ETA: 1202.7 min
Step 56200/1000000 | t=5.62e+00 | T=14998.0 | a=1.000135 | H=2.41e-05 | 13.1 steps/s | 76.45 ms/step | ETA: 1202.6 min
Step 56300/1000000 | t=5.63e+00 | T=14998.0 | a=1.000135 | H=2.41e-05 | 13.1 steps/s | 76.45 ms/step | ETA: 1202.4 min
Step 56400/1000000 | t=5.64e+00 | T=14998.0 | a=1.000136 | H=2.41e-05 | 13.1 steps/s | 76.44 ms/step | ETA: 1202.2 min
Step 56500/1000000 | t=5.65e+00 | T=14998.0 | a=1.000136 | H=2.41e-05 | 13.1 steps/s | 76.44 ms/step | ETA: 1202.0 min
Step 56600/1000000 | t=5.66e+00 | T=14998.0 | a=1.000136 | H=2.41e-05 | 13.1 steps/s | 76.43 ms/step | ETA: 1201.8 min
Step 56700/1000000 | t=5.67e+00 | T=14998.0 | a=1.000136 | H=2.41e-05 | 13.1 steps/s | 76.43 ms/step | ETA: 1201.6 min
Step 56800/1000000 | t=5.68e+00 | T=14998.0 | a=1.000137 | H=2.41e-05 | 13.1 steps/s | 76.43 ms/step | ETA: 1201.5 min
Step 56900/1000000 | t=5.69e+00 | T=14997.9 | a=1.000137 | H=2.41e-05 | 13.1 steps/s | 76.43 ms/step | ETA: 1201.3 min
Step 57000/1000000 | t=5.70e+00 | T=14997.9 | a=1.000137 | H=2.41e-05 | 13.1 steps/s | 76.43 ms/step | ETA: 1201.2 min
Step 57100/1000000 | t=5.71e+00 | T=14997.9 | a=1.000137 | H=2.41e-05 | 13.1 steps/s | 76.42 ms/step | ETA: 1201.0 min
Step 57200/1000000 | t=5.72e+00 | T=14997.9 | a=1.000138 | H=2.41e-05 | 13.1 steps/s | 76.42 ms/step | ETA: 1200.8 min
Step 57300/1000000 | t=5.73e+00 | T=14997.9 | a=1.000138 | H=2.41e-05 | 13.1 steps/s | 76.42 ms/step | ETA: 1200.6 min
Step 57400/1000000 | t=5.74e+00 | T=14997.9 | a=1.000138 | H=2.41e-05 | 13.1 steps/s | 76.42 ms/step | ETA: 1200.6 min
Step 57500/1000000 | t=5.75e+00 | T=14997.9 | a=1.000138 | H=2.41e-05 | 13.1 steps/s | 76.42 ms/step | ETA: 1200.4 min
Step 57600/1000000 | t=5.76e+00 | T=14997.9 | a=1.000139 | H=2.41e-05 | 13.1 steps/s | 76.42 ms/step | ETA: 1200.2 min
Step 57700/1000000 | t=5.77e+00 | T=14997.9 | a=1.000139 | H=2.41e-05 | 13.1 steps/s | 76.41 ms/step | ETA: 1200.1 min
Step 57800/1000000 | t=5.78e+00 | T=14997.9 | a=1.000139 | H=2.41e-05 | 13.1 steps/s | 76.42 ms/step | ETA: 1200.0 min
Step 57900/1000000 | t=5.79e+00 | T=14997.9 | a=1.000139 | H=2.41e-05 | 13.1 steps/s | 76.41 ms/step | ETA: 1199.8 min
Step 58000/1000000 | t=5.80e+00 | T=14997.9 | a=1.000140 | H=2.41e-05 | 13.1 steps/s | 76.41 ms/step | ETA: 1199.6 min
Step 58100/1000000 | t=5.81e+00 | T=14997.9 | a=1.000140 | H=2.41e-05 | 13.1 steps/s | 76.41 ms/step | ETA: 1199.4 min
Step 58200/1000000 | t=5.82e+00 | T=14997.9 | a=1.000140 | H=2.41e-05 | 13.1 steps/s | 76.40 ms/step | ETA: 1199.2 min
Step 58300/1000000 | t=5.83e+00 | T=14997.9 | a=1.000140 | H=2.41e-05 | 13.1 steps/s | 76.40 ms/step | ETA: 1199.1 min
Step 58400/1000000 | t=5.84e+00 | T=14997.9 | a=1.000141 | H=2.41e-05 | 13.1 steps/s | 76.41 ms/step | ETA: 1199.1 min
Step 58500/1000000 | t=5.85e+00 | T=14997.9 | a=1.000141 | H=2.41e-05 | 13.1 steps/s | 76.41 ms/step | ETA: 1199.0 min
Step 58600/1000000 | t=5.86e+00 | T=14997.9 | a=1.000141 | H=2.41e-05 | 13.1 steps/s | 76.41 ms/step | ETA: 1198.8 min
Step 58700/1000000 | t=5.87e+00 | T=14997.9 | a=1.000141 | H=2.41e-05 | 13.1 steps/s | 76.40 ms/step | ETA: 1198.6 min
Step 58800/1000000 | t=5.88e+00 | T=14997.9 | a=1.000141 | H=2.41e-05 | 13.1 steps/s | 76.40 ms/step | ETA: 1198.5 min
Step 58900/1000000 | t=5.89e+00 | T=14997.9 | a=1.000142 | H=2.41e-05 | 13.1 steps/s | 76.40 ms/step | ETA: 1198.3 min
Step 59000/1000000 | t=5.90e+00 | T=14997.9 | a=1.000142 | H=2.41e-05 | 13.1 steps/s | 76.40 ms/step | ETA: 1198.2 min
Step 59100/1000000 | t=5.91e+00 | T=14997.9 | a=1.000142 | H=2.41e-05 | 13.1 steps/s | 76.40 ms/step | ETA: 1198.1 min
Step 59200/1000000 | t=5.92e+00 | T=14997.9 | a=1.000142 | H=2.41e-05 | 13.1 steps/s | 76.40 ms/step | ETA: 1198.0 min
Step 59300/1000000 | t=5.93e+00 | T=14997.9 | a=1.000143 | H=2.41e-05 | 13.1 steps/s | 76.40 ms/step | ETA: 1197.8 min
Step 59400/1000000 | t=5.94e+00 | T=14997.9 | a=1.000143 | H=2.41e-05 | 13.1 steps/s | 76.39 ms/step | ETA: 1197.6 min
Step 59500/1000000 | t=5.95e+00 | T=14997.9 | a=1.000143 | H=2.41e-05 | 13.1 steps/s | 76.39 ms/step | ETA: 1197.5 min
Step 59600/1000000 | t=5.96e+00 | T=14997.8 | a=1.000143 | H=2.41e-05 | 13.1 steps/s | 76.39 ms/step | ETA: 1197.3 min
Step 59700/1000000 | t=5.97e+00 | T=14997.8 | a=1.000144 | H=2.41e-05 | 13.1 steps/s | 76.39 ms/step | ETA: 1197.1 min
Step 59800/1000000 | t=5.98e+00 | T=14997.8 | a=1.000144 | H=2.41e-05 | 13.1 steps/s | 76.39 ms/step | ETA: 1197.0 min
Step 59900/1000000 | t=5.99e+00 | T=14997.8 | a=1.000144 | H=2.41e-05 | 13.1 steps/s | 76.39 ms/step | ETA: 1196.9 min
Step 60000/1000000 | t=6.00e+00 | T=14997.8 | a=1.000144 | H=2.41e-05 | 13.1 steps/s | 76.39 ms/step | ETA: 1196.8 min
Step 60100/1000000 | t=6.01e+00 | T=14997.8 | a=1.000145 | H=2.41e-05 | 13.1 steps/s | 76.39 ms/step | ETA: 1196.7 min
Step 60200/1000000 | t=6.02e+00 | T=14997.8 | a=1.000145 | H=2.41e-05 | 13.1 steps/s | 76.39 ms/step | ETA: 1196.5 min
Step 60300/1000000 | t=6.03e+00 | T=14997.8 | a=1.000145 | H=2.41e-05 | 13.1 steps/s | 76.39 ms/step | ETA: 1196.4 min
Step 60400/1000000 | t=6.04e+00 | T=14997.8 | a=1.000145 | H=2.41e-05 | 13.1 steps/s | 76.38 ms/step | ETA: 1196.2 min
Step 60500/1000000 | t=6.05e+00 | T=14997.8 | a=1.000146 | H=2.41e-05 | 13.1 steps/s | 76.38 ms/step | ETA: 1196.0 min
Step 60600/1000000 | t=6.06e+00 | T=14997.8 | a=1.000146 | H=2.41e-05 | 13.1 steps/s | 76.38 ms/step | ETA: 1195.9 min
Step 60700/1000000 | t=6.07e+00 | T=14997.8 | a=1.000146 | H=2.41e-05 | 13.1 steps/s | 76.38 ms/step | ETA: 1195.7 min
Step 60800/1000000 | t=6.08e+00 | T=14997.8 | a=1.000146 | H=2.41e-05 | 13.1 steps/s | 76.38 ms/step | ETA: 1195.6 min
Step 60900/1000000 | t=6.09e+00 | T=14997.8 | a=1.000147 | H=2.41e-05 | 13.1 steps/s | 76.38 ms/step | ETA: 1195.5 min
Step 61000/1000000 | t=6.10e+00 | T=14997.8 | a=1.000147 | H=2.41e-05 | 13.1 steps/s | 76.38 ms/step | ETA: 1195.4 min
Step 61100/1000000 | t=6.11e+00 | T=14997.8 | a=1.000147 | H=2.41e-05 | 13.1 steps/s | 76.38 ms/step | ETA: 1195.2 min
Step 61200/1000000 | t=6.12e+00 | T=14997.8 | a=1.000147 | H=2.41e-05 | 13.1 steps/s | 76.37 ms/step | ETA: 1195.0 min
Step 61300/1000000 | t=6.13e+00 | T=14997.8 | a=1.000147 | H=2.41e-05 | 13.1 steps/s | 76.37 ms/step | ETA: 1194.8 min
Step 61400/1000000 | t=6.14e+00 | T=14997.8 | a=1.000148 | H=2.41e-05 | 13.1 steps/s | 76.37 ms/step | ETA: 1194.7 min
Step 61500/1000000 | t=6.15e+00 | T=14997.8 | a=1.000148 | H=2.41e-05 | 13.1 steps/s | 76.37 ms/step | ETA: 1194.5 min
Step 61600/1000000 | t=6.16e+00 | T=14997.8 | a=1.000148 | H=2.41e-05 | 13.1 steps/s | 76.36 ms/step | ETA: 1194.3 min
Step 61700/1000000 | t=6.17e+00 | T=14997.8 | a=1.000148 | H=2.41e-05 | 13.1 steps/s | 76.36 ms/step | ETA: 1194.2 min
Step 61800/1000000 | t=6.18e+00 | T=14997.8 | a=1.000149 | H=2.41e-05 | 13.1 steps/s | 76.37 ms/step | ETA: 1194.1 min
Step 61900/1000000 | t=6.19e+00 | T=14997.8 | a=1.000149 | H=2.41e-05 | 13.1 steps/s | 76.36 ms/step | ETA: 1193.9 min
Step 62000/1000000 | t=6.20e+00 | T=14997.8 | a=1.000149 | H=2.41e-05 | 13.1 steps/s | 76.36 ms/step | ETA: 1193.7 min
Step 62100/1000000 | t=6.21e+00 | T=14997.8 | a=1.000149 | H=2.41e-05 | 13.1 steps/s | 76.35 ms/step | ETA: 1193.5 min
Step 62200/1000000 | t=6.22e+00 | T=14997.8 | a=1.000150 | H=2.41e-05 | 13.1 steps/s | 76.35 ms/step | ETA: 1193.4 min
Step 62300/1000000 | t=6.23e+00 | T=14997.8 | a=1.000150 | H=2.41e-05 | 13.1 steps/s | 76.35 ms/step | ETA: 1193.2 min
Step 62400/1000000 | t=6.24e+00 | T=14997.7 | a=1.000150 | H=2.41e-05 | 13.1 steps/s | 76.35 ms/step | ETA: 1193.1 min
Step 62500/1000000 | t=6.25e+00 | T=14997.7 | a=1.000150 | H=2.41e-05 | 13.1 steps/s | 76.35 ms/step | ETA: 1192.9 min
Step 62600/1000000 | t=6.26e+00 | T=14997.7 | a=1.000151 | H=2.41e-05 | 13.1 steps/s | 76.35 ms/step | ETA: 1192.8 min
Step 62700/1000000 | t=6.27e+00 | T=14997.7 | a=1.000151 | H=2.41e-05 | 13.1 steps/s | 76.34 ms/step | ETA: 1192.6 min
Step 62800/1000000 | t=6.28e+00 | T=14997.7 | a=1.000151 | H=2.41e-05 | 13.1 steps/s | 76.34 ms/step | ETA: 1192.5 min
Step 62900/1000000 | t=6.29e+00 | T=14997.7 | a=1.000151 | H=2.41e-05 | 13.1 steps/s | 76.34 ms/step | ETA: 1192.3 min
Step 63000/1000000 | t=6.30e+00 | T=14997.7 | a=1.000152 | H=2.41e-05 | 13.1 steps/s | 76.34 ms/step | ETA: 1192.1 min
Step 63100/1000000 | t=6.31e+00 | T=14997.7 | a=1.000152 | H=2.41e-05 | 13.1 steps/s | 76.34 ms/step | ETA: 1192.0 min
Step 63200/1000000 | t=6.32e+00 | T=14997.7 | a=1.000152 | H=2.41e-05 | 13.1 steps/s | 76.33 ms/step | ETA: 1191.8 min
Step 63300/1000000 | t=6.33e+00 | T=14997.7 | a=1.000152 | H=2.41e-05 | 13.1 steps/s | 76.33 ms/step | ETA: 1191.7 min
Step 63400/1000000 | t=6.34e+00 | T=14997.7 | a=1.000153 | H=2.41e-05 | 13.1 steps/s | 76.33 ms/step | ETA: 1191.5 min
Step 63500/1000000 | t=6.35e+00 | T=14997.7 | a=1.000153 | H=2.41e-05 | 13.1 steps/s | 76.32 ms/step | ETA: 1191.3 min
Step 63600/1000000 | t=6.36e+00 | T=14997.7 | a=1.000153 | H=2.41e-05 | 13.1 steps/s | 76.32 ms/step | ETA: 1191.1 min
Step 63700/1000000 | t=6.37e+00 | T=14997.7 | a=1.000153 | H=2.41e-05 | 13.1 steps/s | 76.32 ms/step | ETA: 1191.0 min
Step 63800/1000000 | t=6.38e+00 | T=14997.7 | a=1.000153 | H=2.41e-05 | 13.1 steps/s | 76.32 ms/step | ETA: 1190.9 min
Step 63900/1000000 | t=6.39e+00 | T=14997.7 | a=1.000154 | H=2.41e-05 | 13.1 steps/s | 76.33 ms/step | ETA: 1190.8 min
Step 64000/1000000 | t=6.40e+00 | T=14997.7 | a=1.000154 | H=2.41e-05 | 13.1 steps/s | 76.33 ms/step | ETA: 1190.7 min
Step 64100/1000000 | t=6.41e+00 | T=14997.7 | a=1.000154 | H=2.41e-05 | 13.1 steps/s | 76.33 ms/step | ETA: 1190.6 min
Step 64200/1000000 | t=6.42e+00 | T=14997.7 | a=1.000154 | H=2.41e-05 | 13.1 steps/s | 76.32 ms/step | ETA: 1190.4 min
Step 64300/1000000 | t=6.43e+00 | T=14997.7 | a=1.000155 | H=2.41e-05 | 13.1 steps/s | 76.32 ms/step | ETA: 1190.2 min
Step 64400/1000000 | t=6.44e+00 | T=14997.7 | a=1.000155 | H=2.41e-05 | 13.1 steps/s | 76.32 ms/step | ETA: 1190.0 min
Step 64500/1000000 | t=6.45e+00 | T=14997.7 | a=1.000155 | H=2.41e-05 | 13.1 steps/s | 76.31 ms/step | ETA: 1189.9 min
Step 64600/1000000 | t=6.46e+00 | T=14997.7 | a=1.000155 | H=2.41e-05 | 13.1 steps/s | 76.31 ms/step | ETA: 1189.7 min
Step 64700/1000000 | t=6.47e+00 | T=14997.7 | a=1.000156 | H=2.41e-05 | 13.1 steps/s | 76.31 ms/step | ETA: 1189.5 min
Step 64800/1000000 | t=6.48e+00 | T=14997.7 | a=1.000156 | H=2.41e-05 | 13.1 steps/s | 76.31 ms/step | ETA: 1189.4 min
Step 64900/1000000 | t=6.49e+00 | T=14997.7 | a=1.000156 | H=2.41e-05 | 13.1 steps/s | 76.30 ms/step | ETA: 1189.2 min
Step 65000/1000000 | t=6.50e+00 | T=14997.7 | a=1.000156 | H=2.41e-05 | 13.1 steps/s | 76.30 ms/step | ETA: 1189.0 min
Step 65100/1000000 | t=6.51e+00 | T=14997.7 | a=1.000157 | H=2.41e-05 | 13.1 steps/s | 76.30 ms/step | ETA: 1188.8 min
Step 65200/1000000 | t=6.52e+00 | T=14997.6 | a=1.000157 | H=2.41e-05 | 13.1 steps/s | 76.29 ms/step | ETA: 1188.6 min
Step 65300/1000000 | t=6.53e+00 | T=14997.6 | a=1.000157 | H=2.41e-05 | 13.1 steps/s | 76.29 ms/step | ETA: 1188.5 min
Step 65400/1000000 | t=6.54e+00 | T=14997.6 | a=1.000157 | H=2.41e-05 | 13.1 steps/s | 76.29 ms/step | ETA: 1188.3 min
Step 65500/1000000 | t=6.55e+00 | T=14997.6 | a=1.000158 | H=2.41e-05 | 13.1 steps/s | 76.29 ms/step | ETA: 1188.2 min
Step 65600/1000000 | t=6.56e+00 | T=14997.6 | a=1.000158 | H=2.41e-05 | 13.1 steps/s | 76.29 ms/step | ETA: 1188.0 min
Step 65700/1000000 | t=6.57e+00 | T=14997.6 | a=1.000158 | H=2.41e-05 | 13.1 steps/s | 76.28 ms/step | ETA: 1187.8 min
Step 65800/1000000 | t=6.58e+00 | T=14997.6 | a=1.000158 | H=2.41e-05 | 13.1 steps/s | 76.28 ms/step | ETA: 1187.7 min
Step 65900/1000000 | t=6.59e+00 | T=14997.6 | a=1.000159 | H=2.41e-05 | 13.1 steps/s | 76.28 ms/step | ETA: 1187.6 min
Step 66000/1000000 | t=6.60e+00 | T=14997.6 | a=1.000159 | H=2.41e-05 | 13.1 steps/s | 76.28 ms/step | ETA: 1187.4 min
Step 66100/1000000 | t=6.61e+00 | T=14997.6 | a=1.000159 | H=2.41e-05 | 13.1 steps/s | 76.28 ms/step | ETA: 1187.2 min
Step 66200/1000000 | t=6.62e+00 | T=14997.6 | a=1.000159 | H=2.41e-05 | 13.1 steps/s | 76.27 ms/step | ETA: 1187.1 min
Step 66300/1000000 | t=6.63e+00 | T=14997.6 | a=1.000160 | H=2.41e-05 | 13.1 steps/s | 76.27 ms/step | ETA: 1187.0 min
Step 66400/1000000 | t=6.64e+00 | T=14997.6 | a=1.000160 | H=2.41e-05 | 13.1 steps/s | 76.28 ms/step | ETA: 1187.0 min
Step 66500/1000000 | t=6.65e+00 | T=14997.6 | a=1.000160 | H=2.41e-05 | 13.1 steps/s | 76.28 ms/step | ETA: 1186.8 min
Step 66600/1000000 | t=6.66e+00 | T=14997.6 | a=1.000160 | H=2.41e-05 | 13.1 steps/s | 76.28 ms/step | ETA: 1186.6 min
Step 66700/1000000 | t=6.67e+00 | T=14997.6 | a=1.000160 | H=2.41e-05 | 13.1 steps/s | 76.27 ms/step | ETA: 1186.4 min
Step 66800/1000000 | t=6.68e+00 | T=14997.6 | a=1.000161 | H=2.41e-05 | 13.1 steps/s | 76.28 ms/step | ETA: 1186.4 min
Step 66900/1000000 | t=6.69e+00 | T=14997.6 | a=1.000161 | H=2.41e-05 | 13.1 steps/s | 76.27 ms/step | ETA: 1186.2 min
Step 67000/1000000 | t=6.70e+00 | T=14997.6 | a=1.000161 | H=2.41e-05 | 13.1 steps/s | 76.27 ms/step | ETA: 1186.0 min
Step 67100/1000000 | t=6.71e+00 | T=14997.6 | a=1.000161 | H=2.41e-05 | 13.1 steps/s | 76.27 ms/step | ETA: 1185.8 min
Step 67200/1000000 | t=6.72e+00 | T=14997.6 | a=1.000162 | H=2.41e-05 | 13.1 steps/s | 76.27 ms/step | ETA: 1185.7 min
Step 67300/1000000 | t=6.73e+00 | T=14997.6 | a=1.000162 | H=2.41e-05 | 13.1 steps/s | 76.26 ms/step | ETA: 1185.5 min
Step 67400/1000000 | t=6.74e+00 | T=14997.6 | a=1.000162 | H=2.41e-05 | 13.1 steps/s | 76.26 ms/step | ETA: 1185.3 min
Step 67500/1000000 | t=6.75e+00 | T=14997.6 | a=1.000162 | H=2.41e-05 | 13.1 steps/s | 76.26 ms/step | ETA: 1185.2 min
Step 67600/1000000 | t=6.76e+00 | T=14997.6 | a=1.000163 | H=2.41e-05 | 13.1 steps/s | 76.26 ms/step | ETA: 1185.1 min
Step 67700/1000000 | t=6.77e+00 | T=14997.6 | a=1.000163 | H=2.41e-05 | 13.1 steps/s | 76.26 ms/step | ETA: 1184.9 min
Step 67800/1000000 | t=6.78e+00 | T=14997.6 | a=1.000163 | H=2.41e-05 | 13.1 steps/s | 76.26 ms/step | ETA: 1184.8 min
Step 67900/1000000 | t=6.79e+00 | T=14997.6 | a=1.000163 | H=2.41e-05 | 13.1 steps/s | 76.26 ms/step | ETA: 1184.7 min
Step 68000/1000000 | t=6.80e+00 | T=14997.5 | a=1.000164 | H=2.41e-05 | 13.1 steps/s | 76.27 ms/step | ETA: 1184.7 min
Step 68100/1000000 | t=6.81e+00 | T=14997.5 | a=1.000164 | H=2.41e-05 | 13.1 steps/s | 76.26 ms/step | ETA: 1184.5 min
Step 68200/1000000 | t=6.82e+00 | T=14997.5 | a=1.000164 | H=2.41e-05 | 13.1 steps/s | 76.26 ms/step | ETA: 1184.3 min
Step 68300/1000000 | t=6.83e+00 | T=14997.5 | a=1.000164 | H=2.41e-05 | 13.1 steps/s | 76.26 ms/step | ETA: 1184.1 min
Step 68400/1000000 | t=6.84e+00 | T=14997.5 | a=1.000165 | H=2.41e-05 | 13.1 steps/s | 76.26 ms/step | ETA: 1184.0 min
Step 68500/1000000 | t=6.85e+00 | T=14997.5 | a=1.000165 | H=2.41e-05 | 13.1 steps/s | 76.26 ms/step | ETA: 1183.9 min
Step 68600/1000000 | t=6.86e+00 | T=14997.5 | a=1.000165 | H=2.41e-05 | 13.1 steps/s | 76.25 ms/step | ETA: 1183.7 min
Step 68700/1000000 | t=6.87e+00 | T=14997.5 | a=1.000165 | H=2.41e-05 | 13.1 steps/s | 76.25 ms/step | ETA: 1183.6 min
Step 68800/1000000 | t=6.88e+00 | T=14997.5 | a=1.000166 | H=2.41e-05 | 13.1 steps/s | 76.26 ms/step | ETA: 1183.5 min
Step 68900/1000000 | t=6.89e+00 | T=14997.5 | a=1.000166 | H=2.41e-05 | 13.1 steps/s | 76.25 ms/step | ETA: 1183.3 min
Step 69000/1000000 | t=6.90e+00 | T=14997.5 | a=1.000166 | H=2.41e-05 | 13.1 steps/s | 76.25 ms/step | ETA: 1183.1 min
Step 69100/1000000 | t=6.91e+00 | T=14997.5 | a=1.000166 | H=2.41e-05 | 13.1 steps/s | 76.24 ms/step | ETA: 1182.9 min
Step 69200/1000000 | t=6.92e+00 | T=14997.5 | a=1.000166 | H=2.41e-05 | 13.1 steps/s | 76.24 ms/step | ETA: 1182.7 min
Step 69300/1000000 | t=6.93e+00 | T=14997.5 | a=1.000167 | H=2.41e-05 | 13.1 steps/s | 76.24 ms/step | ETA: 1182.6 min
